dates,details,scores,reviews
 3/11/2015 , pmsgirl |  Age: 35-44 |   On supplement for 1 to less than 2 years |   ," Condition: Premenstrual syndrome (PMS) , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Severe cramping and bad mood swings were cut over 75%, could see a big difference from one period to the next. "
 3/5/2015 , suebeau |  Age: 55-64 |   On supplement for 5 to less than 10 years |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I was given this medication in the beginning because I suffered from S.A.D. Since taking it I have developed Fibromyalgia and am in agony all the time. I take Adcal 750mg/200iu caplets. Two in the mornings.
 2/28/2015 , Only D50000 |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I wish to now somthig about D50000,Dr.give me the treatmen for 4 week."
 2/16/2015 , Mamta Gupta |  Age: 45-54 |   On supplement for 5 to less than 10 years |   ," Condition: Other , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I take orcerin GM also with bioD3pls
 2/15/2015 , dreadione |  Age: 35-44 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I had to ask my Dr to check my Vit D level on the advice of a homeopathic chiropractor - which he had several recommendations of various vit/mineral levels to be checked.  It was 19 (deficient).  I typically take 2,000 - 6,000 IU's daily and  I have gradually felt better.  This is not an overnight process.  Often Dr's don't typically look at vit/mineral levels b/c they are taught to diagnose and prescribe prescription medications.  I have had bone pains and fatigue when initially taking vits/min,erals but it went away after a month. I look at it like this - after exercising, the typical feeling is soreness.  Upon consumption of anything, our bodies will experience some sort of physical/emotional/biological feeling because the body is trying to ""purify"" itself.  Symptoms and side effects are not the same thing.  Check with your Dr about what you're feeling and determine whether it is due to (in this case) Vitamin D, or if the Vitamin D is rebuilding your body and the pain is just part of the process.  I currently take the following w/my Vit D: Calcium 500mg, Super B Complex w/Vit C, Zinc 50mg (but plan to reduce dose to 30 or below), and Lactobacillus 25 million.  "
 1/30/2015 , jchamilt |  Age: 65-74 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I exercise on a daily basis and have a very good idea of what my stamina should be.  I noticed that I was getting tired more easily and that I have what I called mental fogginess, but mainly unusual fatigue for me.  I went to one doctor and he ran the usual tests and found nothing wrong.  I went to a second doctor and he ran other tests and found that my Vit D was 17 with normal 30 to 100.  He put me on 50,000 IU of Vit D /week and in three weeks I notice that the exercise fatigue was gone as we,ll as the mental fogginess.  When my Vit D was check again it was 62.  I started taking 4000 IU Vit D and felt great. When my Vit D was checked again it was 80. My doctor asked that I reduce my Vit D to 2000 IU / day which I did.  Three weeks later I noticed my fatigue and mental fogginess coming back.  I am back on 4000 IU of Vit D / day and last time it was check my level was 60.  I read somewhere that you should try to keep you Vit D level above 50."
 1/29/2015 , nip |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I take 2000mg of V -D and my numbers are going down  how many mg is safe to take, or should I see why my V -D is it going down"
 1/7/2015 ,  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I was losing lots of my hair and my nails were also strong stared to crack and break.I also noticed my skin was so dry and flaky.My nails are stronger and my hair is so much better hardly any hair loss. Will always take vitiam D.
 12/25/2014 ,      ," Condition: General Health And Wellness , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 12/21/2014 , Meowstic  |  Age: 19-24 |   On supplement for 6 months to less than 1 year |   ," Condition: Premenstrual syndrome (PMS) , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I used to get terrible menstrual-like cramps when I exercised, but after 2 days of Vitamin D at 2000 IU, they disappeared completely. Vitamin D also helped with my Seasonal depression, and I didn't get sick at all last winter. "
 11/27/2014 , silverwolf |  Age: 55-64 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","My blood work showed very low Vit D. I started taking two (2) 5,000 units a day. It was amazing the difference it made in energy and overall well being. Summer I drop to one per day and am able to maintain my levels. I drink a ton of milk, so my calcium level is normal so I don't take a combination of the two. I have never had any side effects and  would tolerate them if I did for the difference in my overall health, skin texture, etc. I also now take CoQ-10 on the advise of my cardiologist and ,a multipurpose vitamin which has no iron in it as my iron level is so high. "
 11/17/2014 ,  Age: 65-74 |   On supplement for 6 months to less than 1 year |   ," Condition:  , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Question:I was taking 1,000 IU daily and great, but then began taking 5,000 IU daily,and stopped taking iron, multi, and niacin,but am still taking calcium,  and am noticing very-short term memory loss. I am 5'6"" female, 150 lbs; recently read article that stated 5,000 IU would be for someone who is overweight. Am I taking too much, and would this cause my short-term memory loss? EX: At daily-coffee klatch, (mostly the same group), varies on Sat. (this was) with more people there,someone asked i,f Monica had been in and I said she left a little while ago, BUT she actually had not even been there. She had been there the day before.  "
 10/26/2014 , ponderer |  Age: 65-74 |   On supplement for 2 to less than 5 years |   ," Condition:  , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I am 71 years old.  Since I was in my 20's I got sinus infections 3-4 times a year.  About 4 years ago, I found Vit D3.  I take 5,000 a day and have not had one illness since.  My bone density test showed my bones are better than 10 years ago.  Also, my moods are better,especially the seasonal moods.  Will not be without it..EVER!    "
 10/24/2014 , Mona Lisa |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","My doctor checked my levels because I was always fatigued, depressed and in pain in my joints. My level was 19 and the normal is 30-100. I started taking 50,000 IU of Vitamin D. I immediately felt less pain, a boost in energy and my cholesterol went down, and my seasonal blues went away. My Thyroid was out of whack also. I take it with food and Magnesium and drink lots of water. If you have a sensitive stomach take it before bed. I lost weight and I feel amazing. I will never stop taking that li,ttle green pill. I just had my levels retested and we will see what happens"
 10/14/2014 , MYCA |  Age: 55-64 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Should have read these. My D was less than 10. I have Osteoporosis.  I took the full 90 day course of once a week 50,000 units.  The first morning after, I could not walk or get out of bed unassisted.  My neck and shoulders, legs, knees, feet, were excruciating and it took several hours to move. Three days later, back to ""normal"" each day lessening and then took again. Sleeping my legs hurt and sometimes I could not get comfortable. Every week, same thing though about 10% better each week.  I ca,lled doctor and he said this is not reported as a side effect.  I went through whole course, 90 days.  Each time the wham effect the next morning, 3 days later less. Not as bad as first time.  I was taking 2000 units D3 every day, but have stopped that. That was 18 months ago.  I have been left with painful feet, ankles, calves, knees every morning so much so I have to recuperate for a couple of hours to move.  I am not taking D.  I absolutely know the overdose caused this and I should have listened to myself and people around me to stop taking it.  Hope it reverses itself completely someday.  If I have to get up early I set my alarm at 4 and down 2 Bufferins and an Aleve so I can get up.  Someday they will figure this out.  "
 10/14/2014 , Cured-1 |  Age: 55-64 |   On supplement for 5 to less than 10 years |   ," Condition: Cancer , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",The Vitamin D-3 boosted my immune system to help fight my small cell lung cancer which is normally a death diagnosis. Cancer free now for 8 years.
 10/12/2014 , Angelica |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition:  , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I'm a survivor of colon cancer. and I Have non-hodgin lymphoma. I was readin that Vitamin D with  my condition would make it worse. Just starting takin Vitamin D 5000 iu cap by Tev.  It this is true? A new doctor put me on this cause I'm low Vitamin D and I have ostearthritis and have to have double knee replacements. And my hips and my femur and leg bones start to bother me. I'm only 65 years young. Have not had any side effects
 10/5/2014 , Billy Bob |  Age: 45-54 |     ," Condition: Other , Overall rating 1.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Doctor genius diagnose me with Vit D deficiency. Test came back a 10. Gave a RX for 50,000 IU of D3 at once per week for 3 months.  Like the last poster, I decided to buy an OTC counter Vit D supplement 2000 IU to try out. First tablet I take, I had a mild dull headache, upset stomach, felt loopy, with chest tightness, and anxiety. Good thing I did not get the 50,000 IU mega dose that Dr Genius prescribed. Most docs I've experienced are fricking morons and just there for the paycheck. Just becau,se they are doctors (MD) does not make them know better in treating you or me. Just look at the CDC and the handling of the US Ebola case. Smh :("
 9/6/2014 , Laineyh |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Osteoporosis , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",VD3 @ 2000 iu daily.  I have diarrhea.  The only change to meds or diet has been to double my D3 dosage.
 8/24/2014 ,  Age: 75 or over |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 8/24/2014 ,  Age: 75 or over |   On supplement for 2 to less than 5 years |   ," Condition:  , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 8/1/2014 ,  Age: 55-64 |     ," Condition: Obesity , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",dr. gave me 50K to start . this caused severe reflux and ringing in ears. have to go off then restart with lower dose.
 7/9/2014 ,  Age: 45-54 |   On supplement for 5 to less than 10 years |   ," Condition: Rickets , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Due to other meds I take, I can't be in the sun very long (30 minutes) without side effects.  Also, after having 6 spine surgeries & Neuropathy (many more) Its been strongly advised I take vitamin D & calcium combo.  My levels of vitamin D have now come to a normal level, according to lab work (which is how I was diagnosed with Rickets)."
 7/2/2014 ,  Age: 65-74 |     ," Condition: Bone loss , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",has any9ne noticed a bad taste I mouth whentaking Vt D?
 6/21/2014 , Betty |  Age: 65-74 |   On supplement for 1 to less than 2 years |   ," Condition: General Health And Wellness , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Sore knees
"
 6/17/2014 ,      ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I take Calcitriol and it works very well. I also found out that mushrooms produce a tremendous amount of Vitamin D when exposed to sunlight.
 5/19/2014 ,  Age: 75 or over |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 3/25/2014 , jrogerssr |  Age: 75 or over |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Sinus infections and herpes (from boyhood chicken pox) have haunted me for the last 20 years, especially in the winter.  I began taking 2000 units of d3 2 1/2 years ago. The annual physical 2 yrs. ago gave me a reading of 17 on a scale of 0-100.  Dr. (M.D.)perscribed 50,000 units a week and have been checked three times.  My ""d"" reading is only 69, but now these infections have disappeared.  I continue to have my blood checked, but stick with the 50000 units a week and feel great.    "
 3/15/2014 , Wellness |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Hypoparathyroidism , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Had been experiencing extreme Chronic Fatigue , overall muscle weakness, weight gain and inability to concentrate prior to Diagnosis. MD ran blood tests which confirmed low vitamin D level (22) as well as TSH levels too high. Was placed on prescription D2 at dosage of 50,000 IU  to be taken 2x per week for an eight week time period. I recently completed week #5 and I can report that my chronic fatigue has subsided. I am no longer sleeping over 11 hours a day. My physical energy levels and my abi,lity to concentrate have improved. Only 3 weeks left to go on this prescribed Regimen dosage and then I will go into to have my levels rechecked. The only side effect that I personally have experienced is an increase in urination, which makes me wonder if my Kidneys are working on overtime...As with any prescribed Rx it is important to communicate with your Physician any concerns or side effects you may be experiencing. Vitamin D plays a critical role in our overall wellness and ultimately the best form of Vitamin D is to get at least 15 minutes of direct sunlight exposure daily (weather permitting). I live in the North & we typically experience brutally cold winters which therefore limits our sun exposure and natural D intake.   "
 3/7/2014 , BeeTx |  Age: 55-64 |   On supplement for 2 to less than 5 years |   ," Condition:  , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I suffered many years with seasonal depression. Someone told me to take D3. Also I have diabetes, osteoporosis, arthritis, diabetes, fibromyalgia. Etc. I take 5000 mg a day and increase to 20,000 when I feel a cold or flu coming. It works good for me! I have not had the winter depression in years. I think we all need this!"
 2/27/2014 , Ellen |  Age: 75 or over |   On supplement for less than 1 month |   ," Condition: Diabetic neuropathy , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","My D was 23 and my Dr. advised 1000 mg. a day....I've been taking it for a week now and my body feels like it's on fire and my legs and knees and upper arms hurt....I can hardly walk around....I'm quitting....rather try sitting in the sun...To be honest, I'm extremely sensitive to meds.....Oh boy!  I'll stick with my old pain...better than adding to it by exchanging one thing for another!"
 1/25/2014 , Lin |  Age: 55-64 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 1/15/2014 , Luis |  Age: 45-54 |   On supplement for 2 to less than 5 years |   ," Condition:  , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","A major US study showed that pregnant women taking 100,000 IU of Vitamin D throughout the entire pregancy suffered nil side effects to themselves, the foetus, or the child once born.    To counteract the levels of Calcium reduction while taking high doses of Vitamin D, supplemnt with Vitamin K2. Eg. For every 10,000 IU of Vitamin D take 2000 mcg of Vitamin K2."
 1/5/2014 , mtgirl |  Age: 45-54 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I was given 10,000IU of vit D by the Endocrinologist and it worked better than all of the other worthless drugs I have been given. Now I take 4,000IU a day to keep my levels up to normal plus I also send time in the sun everyday. It did not cure my autoimmune disease but I do feel better taking it. I take it with vit. K2 and D3. "
 12/30/2013 ,  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",metal taste
 12/26/2013 ,  Age: 75 or over |   On supplement for less than 1 month |   ," Condition:  , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I was removed from taking alendronate as bone loss had receded and I was put on 2000 IU of vitamin D3 daily.  I have only been on this vitamin for two weeks.  I have not noticed any benefits or problems from it.  Blood pressure is still moderately high and I have no pain in bones. 
 12/18/2013 ,  Age: 55-64 |   On supplement for less than 1 month |   ," Condition:  , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Read the news still you are doing this false info?
 12/3/2013 , Al |  Age: 65-74 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Vitamin D from Garden of Life (2,000 IU) raised my HDL level from 47 to 60 in one year. This effect was more pronounced than Niacin (1,000) and I did not change my diet or exercise at all! I have increased my intake to 5,000 IU for the winter months."
 12/3/2013 , D32000I.U. |  Age: 19-24 |   On supplement for 6 months to less than 1 year |   ," Condition:  , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Take Part of my morning regimen. Prescribed/recommended by my family physician.
 11/10/2013 , syljohn18 |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Hypoparathyroidism , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have just started treatment 3 weeks ago and I learned my Vitamin D was way too low.  So, I will see how my body respond."
 10/19/2013 ,  Age: 45-54 |   On supplement for 5 to less than 10 years |   ," Condition: Obesity , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 9/28/2013 , emilysue |  Age: 65-74 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have been on D3 8000 u a day for 10 months, I ran out of pills 4 weeks ago and did not order them as soon as I should have. I am in so much pain in my joints, just recieved my D 8000 in the mail today and am so excited to get them back in my body. I do believe I will be taking them for the rest of my life. I am 70 years old and I am very active when there is no pain."
 9/25/2013 ,  Age: 65-74 |     ," Condition: Bone loss , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I found that I have a vitamin D defiency and it has caused me mod swings, deepression, and just plain like I was worthless. As soon as I started to take the vitamin D, the next morning I felt better than I have ever felt.  The rreason being is I now know what was causing my depression."
 9/21/2013 , Mave-Ada |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Osteoporosis , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Just started  d3 andastraight away got a metallic taste in my mouth.also taking calcium magnesium and boron tabs and vitamin k.do other people get this taste, I know it is the d3 as I have eliminated the others. Should I carry on or seek advice."
 9/19/2013 ,  Age: 65-74 |   On supplement for 2 to less than 5 years |   ," Condition: Bone loss , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 9/9/2013 , jeanette |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Bone loss , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",just now started taking it was recommended for memory loss  
 7/24/2013 ,  Age: 45-54 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Vitamin D3 - take 2000 a day.  
 6/18/2013 , dancigcjv2rte |  Age: 75 or over |   On supplement for 5 to less than 10 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","this relates to aabout four years ago.  I would wake up in the morning with intense calf muscle cramps.  doc prescribed 10,000 iu of vit. daily  for about one week and then 2000 otc daily. the cramps essentially stopped."
 6/3/2013 , Hello |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition:  , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","After a discovery was made to cheaply produce vitamin D by shining UV light on organic matter, hot dogs, bread, etc, during the 1920's and 1930's. The population started taking it in droves and no one was getting sick. According to a scientist from that era the hospitals were empty and losing huge amounts of money. This also affected doctors practices.   Well, that sort of raises many questions."
 5/11/2013 , Karen |  Age: 55-64 |   On supplement for 10 years or more |   ," Condition: Osteoporosis , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I had been taking calcium citrate +D-3 and exercising for several years and could not get out of the osteopenia diagnosis when I had a bone scan.  But when I  added vitamin D (2,000 iu) the bone scan  showed that I was no longer in danger of osteoporosis.  My back, between my shoulders, hurt a lot when cooking or doing other tasks that required my hands out in front of me.  The extra vitamin D has also reduced that pain significantly.  That back pain seems to be a prime indication of the lack of, calcium and vitamin D in my body.  "
 4/14/2013 , George |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have not noticed much change since takeing V B however the Arthritis has not been Quite as bad... Maybe a small change, however I have only been taking it for 2 weeks. "
 3/17/2013 , pressure cooker |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",i'm taking mega doses of d3 because it has been shown to be effective in blacks .i'm italian so it should help me too
 2/22/2013 , Rx |  Age: 55-64 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 1/28/2013 , VLSkjonsby |  Age: 65-74 |   On supplement for 5 to less than 10 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Taken 4000 IU since 2007 (now taking 5000 IU) Has reduced number of colds from 5-6 per year to 3 2007 - 1/28/2013. I have experienced NO side effects. I am very pleased with these results!  100 years ago my Grandmother was cured of TB by being sent to So. Cal. where she was exposed to sunlight daily.
 1/12/2013 , Carol F |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Just started today.    MS flare in October 2012 (first in 14 yrs)  Vit D level just checked for the first time.  Vit D 25-OH,Total  16 Low (ref range 30-100) My DO (pcp) prescribed Vit D 50,000 iu (ergo) once weekly for 4 weeks.   Will update ""starts"" when tx completed, would love to see improvement in overall daily fatigue.   Comments welcome "
 1/5/2013 , joe |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Bone loss , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",On the second day of taking vit D I suffered from tinnitus and had to stop when it the ringing in my ears stopped.
 12/16/2012 , Glad to have less pain |  Age: 45-54 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I have very bad arthritis in both knees. I ran out of Vit d and really didn't think too much about it as my Husband and I were taking it because his levels were slightly down . We are taking 1000iu daily. Afet two weeks I could barely move and my knees ached all the time. I finally realized that I was missing the D and restarted it. After only 3 days my knees are back to their normal and I can move much easir.  
 12/13/2012 ,  Age: 35-44 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","We live in the nw us & I found out that my 19 yr old son who has struggled with cavities is low in vitamin d. I did an internet search which influenced me to increase all of our families d3 supplementarion to 6000mg daily. We have all experienced positive turns in our quality and strength of our teeth, sleeping habits and overall mood."
 12/2/2012 , Willow |  Age: 65-74 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 11/26/2012 , cadila |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",bone pain is not experinced but fingers can not be bend
 11/5/2012 , Ronnie M |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition:  , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Just started using vitamin D.  Taking it during the winter to boost my immune system.  Only concern is that a side effect may be increase hardening of the arteries which I already have.
 11/3/2012 ,  Age: 65-74 |     ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",just started to take vitamen d  hoping for help with neuropothy
 10/25/2012 ,  Age: 55-64 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",My blood tests have shown the addition of vitamin D supplement have put everything back to normal the way it was when I was younger. What I have personally noticed in a very nice increase in energy levels and a better frame of mind as well as faster healing of cuts and bruises.
 10/24/2012 , 963258 |  Age: 13-18 |   On supplement for 1 to 6 months |   ," Condition:  , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",sucks
 9/6/2012 , LJNFER |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Bone loss , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","  I think my doctor is having me take to much, I have been so tired. Is this possible. He gave the vit d from his office. none of the optional information applies to  me"
 8/25/2012 , hi |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",It has helped me.
 8/13/2012 ,  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Bone loss , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",OMG!  GAS!!  DIARRHEA!!  BLOATING!!  NAUSEA!!  Even two days later!!  I hope the benefits outweigh this misery!
 8/13/2012 , FirstOne |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Osteoporosis , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I am not totally sure why I am taking the Vitamin D in a high dose (once a week) but I have only been doing it for about 3 weeks now..he prescribed it for 8 weeks, and I am to see him again then. I am assuming it is for my bones, but not sure since seeing other things on the list that could very well be other reasons.  I had been taking ""fosamax"" but he told me to quit taking it.  Almost in the same breath, he told me that I was anemic and to get OTC IRON tablets.  He is a new doctor...I have on,ly seen him 3 times now, so I still don't know all of the differences I will probably have with him.  The Vitamin D is a  prescription dosage...just once a week.  "
 7/27/2012 , trt |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Osteoporosis , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Joints pain has reduced with treatment of Osteoporosis together with this Vit D supplement.
 7/21/2012 , sun |    On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 6/16/2012 , vsl5si |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Fall prevention , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",my hair seem to coming back some
 6/14/2012 ,  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 6/1/2012 , LoTo_O |  Age: 25-34 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have been taking 10,000 IU's of vitamin D3 as a treatment for psoriasis. I stopped all steroid treatment before beginning this regimen. I suffer from mild plaque psoriasis, scalp psoriasis and skinfold psoriasis. I had developed guttag lesions before beginning treatment. Within 3 weeks of beginning the vitamin D3, all guttag lesions had resolved. The plaquing on my knees, elbows and in my ears had diminished in severity and size, but have not dissappeared entirely. There has been no change in ,my scalp and skinfold psoriasis. I will be adding additional supplements in hopes of further progress."
 5/24/2012 ,  Age: 45-54 |   On supplement for 2 to less than 5 years |   ," Condition: General Health And Wellness , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 5/4/2012 , BrendaSongGate |  Age: 55-64 |     ," Condition: Bone loss , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Careful! Some of us are allergic to Vitamin D3 because it is made from lanolin from sheep's wool and we are allergic to sheep's wool because of the lanolin. Apparently, the allergen is still in the Vitamin D3."
 3/23/2012 , cansasgirl |  Age: 45-54 |   On supplement for 1 to less than 2 years |   ," Condition: Bone loss , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I'm taking 2,400 IU of vitamin D3 daily,Is that to much?"
 3/6/2012 , d7174 |  Age: 75 or over |   On supplement for 6 months to less than 1 year |   ," Condition:  , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",in the past ihave multiple fractures.now i have not/
 2/22/2012 , stephnied |  Age: 45-54 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I was tested for vitamin D defeicency 2 years ago and fibromyalgia and was prescribed an initial treatment of 5,000 ui per day for 2 weeks and re-tested to bring the levels normal.  Afterwards my doctor recommended 1,000 daily and calcium or multi-vitamin. I also use neurontin for pain.  In the fall and winter months I use the VitaminD3 and found it helps me a lot with mental moods and energy levels."
 2/13/2012 , Pa in Pa |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Osteoporosis , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I am just starting the treatment..I will keep you posted...I hope it works...Good luck to the others who suffer from this...God Bless you all..
 1/5/2012 ,  Age: 45-54 |   On supplement for 6 months to less than 1 year |   ," Condition:  , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","These were the easiest to take and my nails, hair even toenails grew like crazy. They are strong long and beautiful!"
