dates,details,scores,reviews
 3/15/2016 , dd |  Age: 55-64 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I been taking 2500 d-biotin mcg a day, even more, with no results for hair or nails (Natures Bounty gummies)"
 3/10/2016 ,  Age: 55-64 |     ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I am 55 years of age and experienced hair loss for 5 years.  After using Biotin and Selenium for the past 8 months my hair looks very healthy and thicker and I am very happy.  Whether I have actually grown new hairs I do not know.
 3/5/2016 ,  Age: 55-64 |     ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","started taking a week ago, have noticed more hair coming out in the shower and when combing out wet hair. also have been having severe hot flashing. will stop taking as do not like the side effects"
 3/3/2016 , Helen |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",My hair has started to grow in after 3 months and I could not be happier with the product. Could not believe the results and my hairdresser is also happy with the results. 
 1/21/2016 , Moonflowerr |  Age: 45-54 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I had gastric bypass surgery about 4-6 weeks afterward my hair started coming out by the handful. I had bald patches. The root of my condition was caused by malnourishment. I had friends who told me at the time to take biotin and that it would help. It wasn't until telling my surgeon about my hair falling out that he shook his head and said that it was common but that I should take 10,000 mcg daily not the 1000 mcg I had been already taking.  It took a little while to see the benefits but my bal,d spots began filling in within 4 weeks. My fingernails were stronger and growing like crazy.  "
 12/23/2015 ,    On supplement for less than 1 month |   ," Condition: Other , Overall rating 1.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I just started taking it.  My scalp is itchy.
 12/13/2015 , Hairy |  Age: 55-64 |   On supplement for 1 to less than 2 years |   ," Condition: Alopecia , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I've been taking Biotin (2 a day, i.e., 2000 mg) for hair loss.  My dermatologist recommended it  I have the type of hair loss that is caused by stress or a traumatic experience.  When I saw her last February, she asked me if anything had happened to me last fall, as it takes about 3 months after the incident for the hair to start coming out.  Anyway that was over a year ago and I've lost a considerable amount of hair and still losing it.  Biotin and vitamins B-6, B12, C, D, and E have not made ,any difference either."
 12/10/2015 ,  Age: 19-24 |     ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I took the 10,000 biotin and it really works but you have to drink lots of water so you won't break out while using it"
 12/1/2015 ,  Age: 19-24 |     ," Condition: Brittle nails , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I absolutely love biotin. I've been taking it for 2 months to promote my hair and nail growth, I haven't seen a difference in my hair but my nails are long,strong, & beautiful. I wil use biotin forever."
 11/30/2015 , Stargirl |  Age: 19-24 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I started using Biotin in hopes to grow out my hair since it takes as much time to grow as it takes a turtle to go around the world and it would break off a lot too. I started in August with the 2500mcg pill that melts in your mouth. The cherry flavor did not have an after taste at all; my nails became much much harder and longer; my face isn't breaking out besides during menstruation and I barely drink water; but my hair was growing just not as fast as I wanted so I doubled my dosage and everyt,hing is better now. I want to go into the 10000mcg dose after the one I have finishes. hope it grows even more!"
 11/25/2015 , Sharmaine |  Age: 25-34 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","My skin is already nice and smooth but my hair started breaking off real bad so I started using biotin HSN 10,000 mg and I immediately started seeing results in my hair longer and healthier and my nails started to grow... Got them from Walmart for $7 I looovvveeee them"
 10/26/2015 ,  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Brittle nails , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I have been taking biotin for 4 months and notice a remarkable improvement. I have a thyroid condition and was told this caused the brittle nails.  I still have bad ridges in my nails but time will tell if this too will improve.
 10/5/2015 , DR Walker |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I was suffering from hair loss in the center of my head. The biotin has helped my hair to grow and get thicker. I also notice a difference in my eyebrows, which had become very thin. My eyebrows are becoming fuller, and I am using less, and less eye pencil."
 10/5/2015 , Bev |  Age: 55-64 |   On supplement for 5 to less than 10 years |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have been using it for my skin, hair and nails. Still having skin issues.  How much is to much?"
 10/1/2015 , Shirlee |  Age: 75 or over |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 1.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Wife takes for depression. She has ALZ.   Hard to measure if BIOTIN is a help.
 9/30/2015 , Sharry |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Brittle nails , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 9/12/2015 , Blondbear |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have been experiencing hair loss.  Dermatologist recommended biotin.  Age and possible stress as factors.  So far, after 3 months, the shedding seems to have slowed but the hair is still thinner.  "
 9/10/2015 ,  Age: 55-64 |   On supplement for 6 months to less than 1 year |   ," Condition: Brittle nails , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",My nails have become stronger and longer. My manicurest is impressed. I couldn't get my nails to grow after having acrylic nails for many year. I was about to give up after 4 years. Then came across some vitamins with biotin. In a few weeks my nails were becomeing stronger. In a few months long nails. No breaking and peeling. 
 9/9/2015 , Lee |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Brittle nails , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I started noticing an improvement in about two weeks of taking the Biotin and after one month I was astonished at the Huge difference it made.
 8/27/2015 ,  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have been taking biotin 5000 mcg for almost 2 months. It's amazing!!! My hair grew thicker, shinier and longer..as well as my nails. My skin looked healthier. However, I went to the dr's and noticed my results for liver was elevated. I am not quite sure if its due to the biotin or not. At this point and time my dr is not concerned. I believe I read that it causes liver problems if taken long term. I really want to continue to take it because it actually helped my hair, skins and nails but I'm ,not quite sure if I want to continue to take it."
 8/8/2015 , Lisa |  Age: 45-54 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Started taking biotin 10,000 mcg (Natures Bounty extra strength) about 6 months ago because my hair was thinning in the front and coming out by the handful at each washing. My hair has thickened significantly and grown about 4 inches in length.  Have not seen much difference in nail growth although there has been a significant reduction in splitting.  Highly recommend biotin supplements.  "
 8/8/2015 ,  Age: 45-54 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Started using Biotin over 2 years ago when my hair started to fall out.  This is the thickest my hair has ever been! I'll keep using it forever!
 6/24/2015 , srandk |  Age: 19-24 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I started at 500mg and I've gradually increased to 10,000mg. My hair was constantly falling out and I was told by many how thin my hair was. Biotin has really helped, people now tell me how fast my hair has grown. I haven't noticed much thickness in my hair but maybe ill see those results after a bit more use. My nails grow faster, although they're not very strong. I would definitely recommend biotin to anyone with thin hair/with hair loss"
 6/11/2015 , mcintyrecat |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","When I began taking this megadose of Biotin, I was already taking it in a multi B complex, but not as much as I had read was necessary to reduce hair loss. I began taking 10,000 mcg tablets, until I found it was making my skin break out. I read that others had this problem, and so reduced my intake to 1000 mcg 3 times per day. Side effects went away. While I do other things to make my hair healthier, I believe Biotin has improved my hair length beyond any length I have ever been able to grow my ,entire life, and overall thickness has improved. No more breakouts, since I reduced the dosage, although I have read that if you gradually increase, your skin will not break out. I plan to try that, and will update my review when I do."
 5/22/2015 , Gigi |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I've been taking 10,000 mcg of Biotin for past 5 months in effort to stop thinning hair. It hasn't helped but, worse than that, I have notices other symptoms: more chest heaviness and heart pain every day, and the skin on my back became noticeably darker and rougher.  (Biotin is the only supplement I've been mega dosing on.) Started reading comments on many different websites of people who have experienced bad side effects, some of them very serious.  No more mega doses of Biotin for me, just wh,at's in my B-Complex supplement.  Proceed with caution and think twice about taking very high doses of anything.  Wishing everyone the best of health!"
 5/21/2015 , Pumpkin |  Age: 13-18 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I have been using biotin for about a month and I can definitely see a difference in my hair growth. Not only is the hair on my head growing quickly but also on other parts of my body. My underarm hair and leg hair are growing at a very fast pace. That would be the only bad things about this. I also see my nails becoming very healthy and strong. I use 5000 mcg per day of a cvs brand biotin pill. I would definitely recommend this to everyone who is trying to increase hair growth and strength.
 5/21/2015 , Getting Fit  |  Age: 55-64 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",After having a mal-absorption condition resulting in multiple nutritional deficiencies the hair on my head had become very thin and body hair was sparce or non-existent.  After taking 5000iu of biotin for 90 days my hair was growing back thicker and faster. I even needed to start shaving the 50 or so hairs on my legs.  My fingernails were never strong but they are now much healthier. I plan on continuing to take the 5000iu gel cap daily supplement. 
 5/1/2015 , Just Me |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Brittle nails , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","After only 4 days of Biotin by Spring Valley (Walmart brand) 1000mcg of 1 pill a day, my cheeks turned bright red and hot and hurt terribly!   It took 3 days for it to get out of my system. It is the only thing I had taken that was new.  Never again!! "
 4/22/2015 ,      ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",For the commenter who did not get any change of hair or nail ridges after 9 months...try takking high dose  Vitamin D3  I hear that fixes nail problems and maybe hair too
 4/13/2015 , southern_momma |  Age: 19-24 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I take 1,000 mcg dose of the fast dissolve ones. It taste like cherry with no nasty after taste. It also absorbed into my system. Faster than the other vitamin B complex I tried. I haven't measured with a ruler. But it has been three months, my hair stopped falling out by the handfull. And my hair grew from my shoulders, to the center of my back. My bangs were short and falling out. And now my bangs fit into my ponytail.   Yes, I have mild achne, but regular face wash and a mild astringent gets ,rid of it.     I'm only 23, so losing my hair after the birth of my son, was a big deal to me. But now it is thicker, way longer, and I'm so happy I tried biotin Fast dissolve by spring Valley."
 3/2/2015 ,  Age: 65-74 |     ," Condition: Alopecia , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",used for disappearing eyebrows
 2/28/2015 , WilliamArthur |  Age: 45-54 |   On supplement for 1 to less than 2 years |   ," Condition: Brittle nails , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I began taking 5000mcg of Biotin a day(Spring Valley from Walmart)about a year ago to see if I could get some help with falling hair. Baldness does not run in my family,so when my hair began falling in heavy numbers,I searched about for a remedy. After 3 or 4 months of taking it,I began to notice an odd side effect-my nails were Breaking at a ridiculous rate. I had thought that Biotin was supposed to Strengthen nails?? But mine are as brittle as anything and I have to constantly keep them trimme,d right down to nothing or they crack,chip and break at the slightest contact. My hair,btw,did Not stop falling, but my Facial hair did increase. Long hairs in eyebrows and quick growing beard, but no luck on the scalp.It's supposed to be good for Diabetics, of which I am one, so I will likely keep taking it,but as for hair and nails,it's sure not much good for me.Oddly enough,when hospitalized recently for an unrelated problem,Biotin was the Only supplement that the hospital gave me while there.Standing by the bedside,I looked down and the bed was Covered with fallen hair. Strange..."
 2/23/2015 , Mike |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Brittle nails , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","In short, this worked great for me.  After describing a brittle fingernail problem to my doctor, he suggested that some patients have had success using Biotin.  I tried it...  * Could see results after 3 month (seems to take a little time -- nails grow)  * Used 6 months, to date  * 1000 mcg of CVS brand Biotin"
 2/23/2015 ,  Age: 55-64 |     ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",No difference in hair loss or ridges in nails father taking for over 9 months.
 2/21/2015 ,  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Brittle nails , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Although I was not on it for long, only a few weeks I saw no benefit from this medication. I was taking 2000 mg daily. This was called Biotin by Spring Valley, bought at Walmart. I stopped when I suddenly developed severe leg and hip pain. the pain was getting worse each day. It took several days to realize it was the Biotin and the pain diminished greatly when I stopped taking this junk and was gone in within days of not adding any more to my system.  "
 2/10/2015 , mrsb0809 |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Developed scaley dry skin.  
 1/25/2015 , Glock27 |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Just started   using the oral biotin tablet so as of Jan 2014 (beginning date) it is a somewhat early to make a pronouncement of the supplement.  I have thin, cracking and tearing and deformation of fingernails, pain of which the pain meds are becoming ineffective."
 1/22/2015 , BoBo |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Brittle nails , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Male, 63 yrs. old, fat, no prescriptions, fair health.  For the past five years, my fingernails became increasingly brittle--prone for splits and tips snapping off. Tried otc biotin @1000mcg pill per day. Took about two months to see/believe results. At three months, no splits, no breakage at tips. The inline ridges remain but they no longer split at the tips. I'm very satified with this low cost suppliment. No, I don't take vitamins and my diet choices are horrible which I believe to be the cau,se of weak nails. Slowly taking better care of myself and hopefully I won't need biotin in the near future. Thank you. "
 1/17/2015 ,  Age: 19-24 |     ," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I used this product because I felt my hair was thinning and receding. I have been using it everyday for a few months, it worked great with my nail growth but I did not notice a big difference with my hair. But, I did notice that the back of my scalp in my hair and near my neck begin to itch badly and developed thick dry skin, which then seemed to spread near the top of my hairline. I have stopped taking Biotin to see if this was related to it. "
 1/15/2015 ,  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","My nails were brittle and my hair was falling out.  It took several months, but my hair started growing back in, stopped breakage, and my nails hardened."
 1/11/2015 , Kicky |  Age: 65-74 |   On supplement for 1 to less than 2 years |   ," Condition: Brittle nails , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","My nails kept splitting painfully and too deeply to really cut to fix. Also a lot of hair appeared on my pillow,,etc.  After about two weeks on on Biotin 1000 mcg. my hair stopped falling out, my nails are strong, my hair is curling as it grows! I have seen no side affects such as mentioned on this forum after taking biotin for over a year. I recently bought biotin 5000 but may take one every other day. It's surely helped me. I had first read the ingredients in 'Hair, Skin and Nails' and realize,d I already had some of the vitamins listed so only needed to buy the biotin. First product was by Sundown."
 12/17/2014 , teen girl |  Age: 13-18 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 11/26/2014 , Taylor H |  Age: 13-18 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Took 1000 mcg daily for the past 5 months to help motivate hair growth. It caused a very itchy scalp but my hair has definitely grown and is stronger and it made my nails grow FAST. I'm now taking 5000 mcg daily. 
 11/10/2014 ,  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Brittle nails , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Lowered my insulin level when I was taking it for my nails be aware it will make your sugar drop talk to the doc I bad to stop taking my 2dose because my levelsbwould drop dangersly
 9/17/2014 ,  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I have been taking biotin for 5 months and my hair is healthier and thicker.  My nails have not improved but my skin is beautiful.  I am very satisfied.
 9/4/2014 ,  Age: 65-74 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","The brand I take is Simply Right and it is excellent!  Within just a few weeks I could tell a difference in my nails which were ridged and splitting and flaking.  I was taking another brand which was NOT working.  This brand is easier to take, you let it melt in your mouth and it's cherry flavored.  I have had no problem with my face breaking out.  It may be because I'm 68 yrs. old. I highly recommend this product because I see no side effects and my nails are back to being strong and healthy!"
 8/13/2014 , bg |  Age: 19-24 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I took biotin 5000Mg it helped hair growth but it cause me to GAIN WEIGHT. I excersize regularly but i noticed i got a bit heavier 
 8/7/2014 , catlover |  Age: 55-64 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I took this to help with hair breakage and improve the overall haalth of my hair.  It has done absotlutely nothing to improve it in any way.  Waste of time and money.
 7/29/2014 , Ms Cooky |  Age: 55-64 |   On supplement for 2 to less than 5 years |   ," Condition: Alopecia , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Biotin is very effective for growing hair. My hair was very thin at my temples and it grew slowly. I stopped perming my hair and began to take biotin. After a month I began to notice the difference in my hair growth. I was taking the 1000mcg softgel daily, but decided to raise the dosage to 5000mcg, and my hair has grown unbelievably fast over the past year. It does grow hair other places too though. I have a visible moustache now, so it gets the wax. I can live with that."
 7/14/2014 , Sarthur |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Brittle nails , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I am taking 5000 mcg of Biotin per day.  Gradually over 3 mo. my finger nails are strengthening, although they still have ridges and crack on occasion."
 6/17/2014 , jeanarena |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I use it for hair loss, brittle nails, diabetes, neuropathy, almost all of the suggestions."
 5/31/2014 , NowBIOTIN Energy   |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Biotin deficiency , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I am a diabetes patient, I took Biltin table , My glucose levels are increased upto 406. I am feeling verybad.  Suggest me shall i take biotin."
 3/8/2014 , Gizmo205 |  Age: 25-34 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I had heard that not only does Biotin help with hair loss but it helps with hair growth. For me personally it has not. It seems I am having greater hair loss (however after almost  a years worth of growth my hair has grown at a normal rate and is longer than when I started which could be why it appears there is more hair loss). The treatment has been easy to take but overall I could say I saw not real change. I have not underlying conditions, I was simply looking to grow my hair out faster and s,ince I have fine hair I wanted to prevent the hair loss I was experiencing. I should note it is not substantial hair loss. From reading other reviews it seems to work for others with more of a chronic balding type of hair loss or those with other underlying (thyroid issues, Biotin deficiency etc...) conditions, since I didn't fall into either of those, perhaps thats why it didn't work for me. I do hope it works for you if you decide to use it. Good luck!"
 2/23/2014 , Mimi1957 |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","As a manicurist my nails were looking very bad. Not good when your own nails look bad. A customer of mine mentioned Biotin. I take supplements and have tried different ones for nails, skin, and hair. My hair was also breaking offf badly from bleaching. I started using Biotin and am on my second bottle now. My nails look gorgeous and better than they have in years and my hair is looking healthier as well. As a professional would highly recommend. You live and learn. Thanks Biotin.  "
 2/2/2014 , happy |  Age: 35-44 |   On supplement for 1 to 6 months |   ," Condition: Alopecia , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",so far no help at all.
 12/18/2013 , Tracy |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I was taking a hair supplement and happen to talk to a dermatologist after about 30 days of use.  He suggested I try Biotin instead because the product I was using had a lot of unnecessary vitamins.  He advised me that it could take up to 6 months to see results so don't stop if I do not see results immediately.
 11/20/2013 , poshpartiz |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Alopecia , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I bought Biotin for my alopecia and something strange is happening.  I use the one a day 5mg by Vitamin Shoppe and I have hair growing all over me!!!  Everywhere but on my head where I need it most.  Before Biotin, I had virtually no body hair and if I did, it was not obvious.  In the last 3 weeks since using Biotin, I have hair growing on my face, on my cheeks, under my eyes, around my chin, I am growing a mustache (by the way, I am a young lady) and hair growing rapidly on my arms and legs. It,'s scary. However, my hair on my head has hardly improved.  I am thinking of stopping this supplement before I end up looking like something from the Wild!  So worrying! "
 10/25/2013 ,  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: General Health And Wellness , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 9/6/2013 , HappyLi |  Age: 35-44 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I had frequent yeast infections that were  becoming resistant to diflucan, etc when I discovered research that proved that candida doesnt convert to fungal infection inthe prescence of biotin. since then I have taken 1000iu 1 to 3 x daily and have had months of relief. During occasions when I consume more sugary foods/drinks I take it 3 x a day and all is well!"
 9/6/2013 ,  Age: 19-24 |   On supplement for 10 years or more |   ," Condition: Biotin deficiency , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 8/14/2013 , Paul |  Age: 35-44 |   On supplement for 1 to 6 months |   ," Condition: Alopecia , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 8/8/2013 , shraddha kabade |  Age: 3-6 |   On supplement for 10 years or more |   ," Condition: Biotin deficiency , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",i am very happy for biotin tablet.
 8/6/2013 , ninaraj |  Age: 75 or over |   On supplement for 1 to 6 months |   ," Condition: Brittle nails , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Been taking for about 3-4 months and I love it!  I am  75 and my nails have been peeling and cracking for the past few years. Now I have to get a manicure so they don't get TOO long. I take 1000mcg a day. May reduce the amount soon.
 7/31/2013 , alexismh |  Age: 55-64 |   On supplement for 6 months to less than 1 year |   ," Condition: Brittle nails , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","As I've gotten older my hair has naturally thinned a bit. A stylist told me to take biotin. I'm not sure if it's helped that but I was having a horrible time with peeling, fragile nails. That was a new development for me. After I'd been taking the biotin for a couple of months, I noticed that my nails were much stronger and stopped peeling."
 7/6/2013 ,  Age: 35-44 |   On supplement for 1 to less than 2 years |   ," Condition: Alopecia , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I've been taking Biotin for about 2 years, my hair is thicker, and my eyelashes grew.  I've   always had short thin eyelashes, but not anymore.  I take 5,000mcg. daily with prenatal vitamins......"
 7/4/2013 , geri |  Age: 75 or over |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","hair was falling out so bad that hairdresser was having a difficult time doing my hair, this has helped 100%"
 6/26/2013 ,  Age: 45-54 |     ," Condition: Brittle nails , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have tried everything! garlic in polish, soaking nails in vinegar/H2O, strengthening nail polish and cuticle oil. I was shocked that after 1.5 months my nails did not split. I just took one a day 1,000mcg. Bought them at Walgreens on sale :) Can't remember which brand though."
 6/23/2013 ,  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Began couple of weeks ago, so no noticeable difference yet--remaining hopeful!"
 6/12/2013 , Gryphon |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I am taking Biotin for type 2 Diabetes. I use it for its capability of delivering (uptake of) Chromium Picolinate to the body. Currently, I am using 2500 mcg's of biotin with 500 mcg's of Chromium. The combination of the 2 supplements has really worked well. Actually they seem to be working much better than Metformin alone. I have dropped my glucose levels during the day up to 25 points. I have settled into an overall drop in glucose of 15 to 20 points on average. In July I will have my normal b,lood work done and I am anxious to see what effect this combo has had on my A1c. My A1c has been hovering at a spread of 6.4 to 6.7 which I had already brought down by 3.7 points overall. I want to be over this nuisance (type 2 diabetes) as soon as possible and this combo has worked remarkably well so far."
 6/2/2013 , howdy girl |  Age: 35-44 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I began using Biotin to strengthen my nails.  A happy result is that is helped my complexion at 38 years old.  It cleared up both my pregnancy mask as well as my acne.  My nails are stronger also.  I started giving it to my 14 year old and it cleared his skin up also.
 5/28/2013 , blueyes |  Age: 65-74 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","My hairdresser asked what I was doing different for my hair- that it's fuller, healthier, and growing faster.  Manicurist said same about my nails.  I just question whether this is causing my face to sweat more?"
 5/27/2013 , bettypolhamus |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Brittle nails , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I've been taking biotin for a month,it has shown a difference in my nails,feel stronger, hair seems to be growing some,noticed a steady weekly weight gain, i take 5000mg per day,going to cut back to every other day"
 4/5/2013 , gurnese king |  Age: 35-44 |   On supplement for 1 to less than 2 years |   ," Condition: Alopecia , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",My hair was thinning very badly. So I went to the dematology and they recommended me to use this product. So I went to get my hair braided in 8weeks my hair was growing so fast I couldn't believe it. This is a good product. Doesn t make your hair thick but it will make it grow. I was taking the 5000mg thats the best the strongest dosage. So it does work And If anyone says that it dont work they would be lying.
 3/12/2013 ,  Age: 65-74 |   On supplement for 1 to less than 2 years |   ," Condition: Brittle nails , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","After over a year of using biotin daily, I saw absolutely no change in fingernails."
