dates,details,scores,reviews
 8/31/2014 , Mark |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Fatigue , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Bought this to see if it would help with my fatigue. After first try my heart rate rose some. But having diabetes I checked my sugar and was surprised to see it below 100 which for me  it unbeleaveable as my sugar level stays around 180 I will keep an eye on this. As for the rest of the claims time will tell. But for a 58year old male it look like it will help.
 8/24/2014 , crazyquilter |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I read about Rhodiola in the health section of our local newspaper and decided to give it a try. I bought a bottle of liquid extract and have been using it for about a week. I am amazed at how much better I feel already. Less depression, more focus, and energy. But no buzz like you get with too much coffee."
 7/10/2014 , hvac462 |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","this was working very well , but so much that nothing could tic me off or upset me , made me way overly passive , but feel that I just need to regulate it better.  By the way used the 900mg from ebay ,says to use 2 a day w/meal , but was a little to much for me so will try 1 a day , took for approx 2 months ,been off it for a month and see I need to go back to it so today (7-10-14) I will try 1 a day / my depression and anxiety are moderate to hi /age 52/weight 150/male/job type HVAC Tech, I GAV,E THIS INFO IN HOPE'S TO HELP ANYONE HAVING THIS PROBLEM."
 6/15/2014 ,  Age: 45-54 |     ," Condition: Other , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Only took one tablet to mess with my thyroid function. Extreme fatgue, muscle weakness, felt awful. Slowly got better over a number of days. Tried twice with same result. This stuff is potent and dangerous."
 6/8/2014 , ThankGod |  Age: 19-24 |   On supplement for less than 1 month |   ," Condition: Fatigue , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I bought this because I was tired & had lack of energy.. BUT Im pretty sure this gave me a rash on my Upper Back/Neck area. There were little red itchy bumps that started occurring.. They looked like pimples but wouldn't pop and started spreading to my shoulders-upperback-and upper chest!! I am a freak when it comes to my skin.. i thought it was bedbug bites from staying in a hotel for 2 weeks while i was working.. When i first got it I took this for a few days out of one week. I never bothered ,to review it until now when i was just about to take my daily vitamins & give it another go.. anyways i thought i should look it up & read the benefits- it all seemed great, then i read the reviews & i found that someone else had the itchy bumps/hives occur.. Im still not positive if this is the reason for the bumps but they didn't start until after i took this now that i think of it.. Hope this helps. Please let me know if this happened to anyone else recently. Thank!!! xoxo "
 5/28/2014 , Rhodey Rosie |  Age: 35-44 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I actually started taking 100 mg daily of Rhodiola for its adaptogenic effect, but I found after taking it for a week that it was having a much better effect on anxiety. The only drawback to it is that it causes mild constipation. But fortunately (I guess?) its maximum benefit is maxed out at about 6 weeks usage, after which I've heard it's recommended that you go off it for a while before starting another 6 week dose. So the side effect doesn't have much time to cause discomfort before you're o,ff it again."
 5/3/2014 , Vivianne |  Age: 45-54 |     ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I heard and read that this supplement help to decrease the cortisol in the body.  So, I had every stressful life  and usually I'm in the high stress mode in daily bases. I began to take rhodiola rosea (300mg) and after 25 days  I begun to feel relaxing and less reactive on daily situation that I previously had to deal, loose weight  and the bonus is I'm sleeping well. "
 4/27/2014 , Rhodiola rosea |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Seemed to less nervous
 4/20/2014 , DD |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition:  , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Helps take the edge off, it beats going back to drinking or using.  "
 4/13/2014 , cookies123 |  Age: 13-18 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I suffer from clinical depression and anxiety and it had gotten to the point where I could not do anything productive whatsoever, even though i truly wanted to, causing me to have constant anxiety attacks. But when I use this I feel much more focused and concentrated. I'm not so sure about long term use though, as I only take this maybe once a week. Does anyone know if it begins to work less effectively or your body becomes more dependent on it?"
 3/14/2014 , susie |  Age: 35-44 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I turned to rhodiola because I am experiencing peri-menopausal irritability and mood swings, and in general have always suffered from fatigue. For those problems, rhodiola has been remarkable. It provides an uplifted, buoyant feel and a sense of energy, without the jittery feeling I get when I used to drink caffeine for energy. So, for mood and energy I've found it to be great. HOWEVER, both my husband and I have noticed a notable loss of memory when taking it--can't remember names of people, or, can't put a face with a name when I otherwise would. This change in memory was troubling enough that my husband quit using rhodiola. I try to use it only during the last two weeks of my cycle, when I am most prone to mood problems, and try to put up with the memory problems then.  I do worry, though, about what everyday or longterm use would do to memory.  I hope researchers will look into this rhodiola/memory connection. Maybe one could even learn more about memory illnesses by understanding what the herb does to brain chemistry and how that's connected to memory."
 3/13/2014 ,  Age: 25-34 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","This definitely increases my energy levels, I take 500mg in the morning. It makes me calm and energized and doesn't hurt my sensitive stomach. I also feel less stressed, more happy and less introverted. May slightly help with exercise endurance too! My first bottle was Wild Rose (Trophic) brand."
 3/9/2014 , June |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I am only on it a few days for very severe anxiety and I feel so relaxed - it's wonderful. I'd highly recommend it!
 3/6/2014 , wayne |  Age: 55-64 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","This supplement has made major changes to my life but it is so subtle you really have to look back to see how much of a difference it makes. It has a noticeable effect on many areas that i have noticed. Such as ;  -memory and concentration. huge, i can start and complete projects that before would take me forever because i had so many thoughts running through my head at the same time i could never concentrate on any one thing.  -energy. Very subtle here but before when going for a long walk, i w,ould come home tired. but now can go on to other things when done my walk.   -joy. Also subtle changes here and i can not put the finger on this product as the only reason for the improvement. I also take a B complex and codliver oil supplement. The improvement to a very depressed feeling which comes and goes is wonderful. "
 3/3/2014 ,  Age: 25-34 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I suffer from fibromyalgia and chronic depression. Even the lowest dose of prozac gave me anxiety, so I weaned off of that onto a combo of st. john's wort and rhodiola root, taken on alternate days. this root does truly work. it makes me feel a little less exhausted and even seems to help with my pain level. thanks to my new herbal regimen i'm off pharmaceutical anti-depressants for the first time in 8 years. it is not a miracle drug and it's not a cure, but it does have a positive effect. highl,y recommended, although i can attest as someone who is chemically sensitive, start out with low doses and don't overdo it or you may feel uncomfortably over-stimulated."
 1/23/2014 , bigboopergk |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",effective
 1/20/2014 , Ian |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Started taking on a Monday and within one week all my symptoms of anxiety had gone. Wonderful but a bit expensive
 1/6/2014 ,      ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 12/26/2013 , Boudicca |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Very effective to keep energy levels up all the way until evening, but I ended up with a chronic headache. Incidentally, it got rid of a synovial cyst on the back of my hand. A herbalist told me it was probably due to its anti-inflammatory properties."
 12/24/2013 , nelia |  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 11/1/2013 ,  Age: 65-74 |   On supplement for 5 to less than 10 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I was very depressed and felt everything was hopeless.  I went online for info and found a vitamin w/rhodiola rosea in with other vitamins.  I feel great my concern is that I have been taking it for 4 years.  On long can I stay on it?  Still doing research.
 10/20/2013 , BETINA |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",no more high highs and low lows....I am so happy to have my life back. I FEEL FANTASTIC!!!
 9/30/2013 , Honusdogus  |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I can't believe how great I feel.  My mind fog is completely gone.  It has worked far better than adderall for my ADHD.
 9/4/2013 , Violet |    On supplement for less than 1 month |   ," Condition: Fatigue , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I am wondering if this is potent antioxidant?  When I take it, my body reacts in exactly the opposite way it is purported to.  I get so extremely fatigued that I can nothing but lie down."
 7/8/2013 , karen |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have only taken for 2 wks now, but feel less fatigued and more energy."
 6/22/2013 ,  Age: 35-44 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 4/18/2013 , Blancacita |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I took 2 x 100mg per day and soon felt side effects : I felt dizzy and my blood pressure went up.  Stopped the treatment after 3 days and the side effects disappeared. This herb was not suited for me. Cautiousness is recommended !
 4/15/2013 , JJAX |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Fatigue , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Went to the vitamin store totally unaware of this product. The sales girl told me this was the most popular treatment for fatigue without the giddy side effects.  I have been using the product for on month now and getting ready to reorder.  My engergy level and mood has greatly improved. I am not out doing cartwheels but I do now have the stamina to walk and perform everyday functions which was slowly leaving me.  I have not experienced any side effects.  Well worth trying!!!
 3/19/2013 , Fspring08 |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I had to stop taking St. Johns Wort due to it counteracting with my prescribed medicaine. I started taking Rhodiola 2weeks ago and have had great results with my irritabilitly.working night shift over 20years takes its toll. I am much calmer and feel much more enjoyalbe with my spouse and coworkers. I had to learn the hard way of not taking Rhodiola before bed, it will cause insomnia.  "
 3/17/2013 , ss |  Age: 45-54 |     ," Condition: Fatigue , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","In using this product, I developed a massive headache in two days that kept me in bed for four days."
 11/4/2012 ,  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Fatigue , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","My dr. Suggested that I try rhodiola. So far I've only taken fr a few days but I feel different.  First great benefit,, I had several good nights sleep. I dont  feel as irritable and fatigued.   Before taking it I felt edgy and mentally fatigued.   I seemed to have lost  my patience for mundane questions.   I was snappy.   Now I feel more energy and an overall happiness.  I push my body quit a bit this seems to help me with mental acuity.  Overall pretty pleased.     I plan to see if I conte wit,h similar effects over a longer period of time."
 10/2/2012 ,  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I suffer from mild depression and an inability to accomplish small tasks like house cleaning. After using Rhodiola Rosea for only a couple weeks, I am achieving my goals and feeling good about myself and life in general. I believe it is a wonderful product and I am so glad I found out about it. I actually feel happy sometimes :)"
 4/9/2012 , Rhythmcheck |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Fatigue , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Immediate effect, but no long term experience yet. "
 3/22/2012 , BW904521 |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Suffered depression from chronic stress from over a decade in my profession. I am in a high-performance sales profession with my compensation tied to using interpersonal skills and group presentations. Not a drinker or drug user (prescription or otherwise) so the sudden onset of chronic depression was surprising. Spoke to my primary care doc who prescribed zoloft. Reaction to this drug was extremely negative(constant extreme anxiety, paranoia and even a brief period of suicidal thoughts). Stoppe,d zoloft and tried exercise plus diet and although I was not as bad, I still had issues. Read about rhodiola root and decided to try it due to the low toxicity. Started with 100 mg/day and within 24 hours I could feel the benefit. I wasn't in a permanently bad mood. After 2-3 days I was slipping back to brief anxiety attacks. Raised it up to 200 mg/day (first thing in the morning before breakfast and 30 minutes before lunch). 3 weeks later and I'm 100% better. I no longer have anxiety attacks even when doing presentations in front of large audiences. This herb has changed my life. I've read hours and hours of different reviews of various herbs and remedies. One thing I've learned is that each body is different and you'll need to try to see what is right for you. For me, this root has helped me. I've been fighting an inner battle of anxiety during public speaking for many years and no longer even have this issue. I feel liberated now that I have found a better chemical balance. I am concerned that my body will change and go back to the prior issues but for now I am happy again."
 6/22/2011 , kimberly |  Age: 35-44 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Rhodiola gives me energy that is much needed for my 5:15 a.m. bootcamp exercise class.  It allows me to exercise at peak performance and get the most out of my workout.  It also gives me mental clarity.  I have used it when I worked a midnight shift to stay awake and perform my job.
 4/27/2011 , mikca |  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I took roseroot to help with stress and insomnia. I slept like a baby last night and was energetic, focused and motivated today. I went to the gym and really hit it. I also felt cheerful all day. Up until tonight though, I had no idea that roseroot was related to increased energy, athletic performance or improved mood. It could be because of the good night of sleep though."
 3/15/2010 ,  Age: 25-34 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",good
 3/12/2010 ,  Age: 25-34 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",good
