dates,details,scores,reviews
 7/3/2018 ,  Age: 25-34 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Effectively replaced my SSRI with 5 HTP. I have moderate GAD and social anxiety disorder that I feel is under control with 5 HTP. I take 100 mg once daily in the evening. Works best after using for several weeks.
 6/26/2018 , Nameless Artist with ADD |  Age: 35-44 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I started taking 5-HTP for depression and anxiety. I experienced results within three days of taking 50mg once a day in the AM. It works for me, YMMV. The mood effect is subtle but consistent. My mood feels more stable, particularly more resilient. I have fewer anxiety spikes.    I didn't take it for sleep disturbance, but it has improved the quality of sleep significantly. I wake up much earlier and without grogginess when I've taken it the day before. I also have dreams that I remember. Part o,f the stress resilience I feel may come from the effects the 5-HTP has had on my sleep.    It's probably not a plug-and-play supplement that can safely be taken on its own. Do your research. I take l-tyrosine with it (to prevent dopamine depletion/imbalance). The recommended ratio is 10:1, but my body seems to do better with 5:1. Because 5-HTP can cause heart valve damage via increased peripheral serotonin, I take EGCG (which effectively neutralizes the peripheral serotonin that doesn't make it past the BBB) and omega-3 (to increase bio-availability of the EGCG)."
 6/17/2018 , Debala |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Menopausal symptoms , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Taking 200mg tabs, one in the morning and one at night. Makes a huge difference. I feel much better, more lighthearted and playful in addition to feeling healthy. "
 6/2/2018 ,  Age: 25-34 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","My grandmother gave me these to try. I was moody throughout the day,tired all the time and I just didn't feel very positive about life. I wasn't getting a restful nights sleep and I could feel my anxiety just eatting at me all day long. I've tried medications from my doctor but they make me feel fuzzy minded and kinda (zombiefied) so I quickly stopped them. After starting 5-HTP within days my mood changed drastically. I took one pill in the morning on a empty stomach and about a hour later I fel,t so much better, positive and happy. When I wake up in the morning I feel like I've had a great night sleep. I have been on HTP for about a month and I can honestly say I am so happy I stated these. I would definitely recommend these to anyone that might be feeling off, sluggish and unhappy."
 5/31/2018 , B |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Fibromyalgia , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Every time I have tried 5 http, I have been nauseous or thrown up. Has anyone else had this problem?  "
 5/22/2018 , Higher burning fire |  Age: 35-44 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I feel like a new person since starting 5htp 2 months ago. Nothing else made me feel this well adjusted and happy. Everyone who knows me can tell the difference. I wish I had found this years ago.
 5/22/2018 ,  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Took for 2 days in a combo herb supplement for sleep from Whole Foods. The 2nd day I had severe numbness and tingling in my feet and up my legs. My arms were becoming numb too. I looked it up on the internet and found that this herb can cause an incurable disease called EMS (Eosinophilia Myalgia Syndrome). People have died from this disease. In 1989 there was an outbreak of it from Tryptophan. Numbness and tingling in the feet is one of the symptoms. I was scared to death. I waited a week to see, if the ""pins and needles"" went away but they didn't, so went to an Urgent Care. They took my blood and urine. After 5 days they told me that my test results were normal but wanted me to get tested again. Now after 3 weeks the pins and needles are going away. I seem more sensitive now to other side effects though. I would never touch this again. L-Tryptophan is the same thing. I think it should be banned."
 3/16/2018 , ssssrrrrraaaa |  Age: 19-24 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I had been in a relatively light but still very draining depression for the past year or so. I used 5-HTP a few times before but it was never when I was really depressed so all it did was give me a calmer feeling and slight contentment. This week I started using 5-HTP again, with doses averaging 300-500mg a day. By the very first few days I have already noticed an increased mood, and more positive thinking. I had already begun a change in my mentality before the 5-HTP that was pulling me out of ,my depression but the 5-HTP just catapulted me straight upwards and I feel that it is speeding the process. Somedays I just look around me and am in this feeling of wonder and aliveness. It's like that feeling of life has been handed back to me. It's very meditative. I would recommend this BUT I am worried about heart valve issues if used for a long-term time, so I will be weaning off of this slowly now as I believe I have already gained what I wanted from it. Though I do think the heart valve damage is very unlikely with normal use, as one study I read used HEROIC doses on rats for 3 months, no human being is likely to be using such doses so as long as you make this a short treatment, it is wonderful!"
 1/18/2018 ,  Age: 13-18 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","i have been on this for about 4 days and so far has been really good. i am pretty satisfied with this product i have taken 200mg now down to 100mg and planning to take breaks as recommended by everyone. it has definitly been sublte for me but it has improved my mood, sleep and made me more calm and relaxed overall. reccomend for anyone that has some depression or anxiety to give it a shot. everyone reacts differently so see what it does for you. Also i think this is something that works better i,n smaller doses over a longer period of time. Thanks "
 11/5/2017 ,  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Migraine headache , Overall rating 1.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",ABSOLUTEL HAD NO EFFECT ON ME
 10/2/2017 , Tonya |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Taking 5-HTP causes extreme nausea, vomiting, and shakiness. "
 9/21/2017 , Kathleen |  Age: 35-44 |   On supplement for 5 to less than 10 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have been taking this supplement for years now. It has helped me with long term anxiety and depression, even hormonal anxiety before menstruation. My symptoms returned after not taking it for a few weeks, then when I started taking the supplement again, my life went back to normal and I felt safe and happy again. I would recommend this supplement to anyone not wanting to go on prescription medication for mental illness/disorders and to self-treat. "
 9/1/2017 , Pmela M. A. |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Fibromyalgia , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Nothing was working for my depression (Not 3 Prozacs, plus 2 Wellbutrion, NOTHING) As soon as I started taking 5HTP my mood IMEDIATELY IMPROVED within days and I was able to do more around the house and not be as TIRED! HTP is AMAZING and SAFE! I would recommend it to ANYONE suffering from chronic pain and severe depression! SPREAD the WORD!!!"
 8/28/2017 , Fran |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I've suffered from Fibromyalgia and depression all my life.  I had heard the benefits of 5HTP and tried it.  About 1 week of taking 100mg I had NO more pain.  THIS is my CURE for Fibro!  I also, miraculously, had a substantial mood lift and now I don't take antidepressants anymore.  My only fear with 5HTP is the possible side effect of Heart Valve Leak Damage.  It has been reported that this is indeed a risk.  I am so sad about this.  I am afraid to continue but I feel so GOOD when I am on 5HTP.,  I wish so much that 5HTp could be further investigated as to HOW to stop the risk of leaky heart valve disease due to 5HTP.  I love how I feel on it."
 8/21/2017 ,  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Went thru some tough times really depressing. Felt blah all the time. I'm in perfect health but just always felt off. Started taking spring valley 5-htp 300mg every other day. Wow! what change I feel great.
 6/29/2017 , Dave |  Age: 35-44 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","quite simply brilliant , cured my anxiety that i have had since a teenager and my two daughters almost overnight.    My only critism is this wasnt around 30 years ago , its changed my whole life ."
 6/15/2017 , Ana |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Started taking it along with GABA to ease withdrawal symptoms from nicotine. I started with 5 htp and GABA 2 days before quitting and so far it has helped me a lot. I tried quitting many times before and it was always a nightmare, at least the first 3-5 days. This time I've been feeling relaxed, the cravings aren't as hard as they were the previous times, I would totally recommend it. "
 5/11/2017 , sam |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 5/6/2017 , Jen |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Menopausal symptoms , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",This didn't suit me at all. I took 2 x 50mg capsules at night and then suffered excruciating muscle cramps that left me exhausted and aching the next day. Side effects stopped as soon as I stopped taking the 5-HTP.
 4/21/2017 , dmw |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I am in my 50's and menopausal.  I have not had a period in over 2 years.  Every time I try taking this I start a light period.  So I stop.  At first I thought is was a fluke so I waited 6 months and tried it again.  Same thing.
 3/9/2017 , Patty W |  Age: 65-74 |   On supplement for 5 to less than 10 years |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",IOf I don't take my 5 HTP I can actually say I feel sad and more anxious.  Works as good for me as the prescription drug did - and slightly better.
 3/9/2017 , Master Ramirez |  Age: 25-34 |     ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I had ADHD and stressed out and depress now I can go to school and be able to absorb information and use my memory in a flash also keeps me calm to handle situations in a relax way thank you.
 3/4/2017 , Chale |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition:  , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 2/6/2017 ,      ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Which brand do people use?  How can we be sure of the purity of the ingredients?
 12/30/2016 , Marie |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Every time I took a 100mg capsule it made me feel nauseous. I had to stop.
 12/18/2016 ,  Age: 55-64 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Began using 5HTP when I lost my insurance for a while and had to go off of Pristiq. AWFUL drug to stop taking abruptly. I was greatly helped by 5HTP! I really don't think there's anything on the planet that could have removed all of the symptoms of that experience, but this was a lifesaver. I noticed an improvement the 2nd or 3rd day, and have been taking ever since. It's also helpful for anxiety and good sleep. I do find that I need to go off for a few days or so as it seems to lose it's effect,iveness.  A word of caution, try to hang in there if you get stomach issues. They go away after the first week, and the and the quick desolve tablets are easier on the tummy. Also start out with a lower dosage if you do have issues. Great stuff peeps!! "
 12/14/2016 , Smurf |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Ok
 11/8/2016 , Samme |  Age: 19-24 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Struggling with depression for over 5 years, never taken any ssri's or prescribed medication. Began taking 200 mg a day, 100 once and 100 later. Always on an empty stomach, half hour before eating with a B6. Worked almost immediately. Makes you a little sleepy.  I was crying for hours almost every day, didn't want to go to school or work, then I felt a smoothness to my life I hadn't felt before.  This amino acid saved me, honestly. Also be careful of extreme weight loss, especially if you're alr,eady smaller. I went from 120 to 93 pounds which was a little scary. You'll lose weight without even paying attention, it was fun. Highly recommend!! "
 10/28/2016 , Gord235 |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Male, age 66. I have been on Citalopram 20mg.daily for about 15 years. To wean myself off I reduced dosage to 10mg. and started on 5 HTP 50mg. at the same time; then reduced the Citalopram to 10mg. every second day for 7 days. Transition was seamless with no side effects except a better sleep."
 10/23/2016 ,  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I think this product would have done what I needed from it - to help with my anxiety but also insomnia. Unfortunately I'm one that suffers from RLS and certain supplements or foods (sugar, main culprit); 5HTP is one of them. I've actually never had RLS reactions so bad. If you have RLS, I highly suggest NOT taking 5HTP, otherwise I think this is a very good product. "
 9/15/2016 , Dafne |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Took this 24 hrs ago and still feeling VERY foggy. Can't drive. Suspect this is way to strong for me at 5' 130 lbs. Also dilated my eyes to pinpoints and severely bloated my stomach. As far as working it made me feel flat, almost emotionless. Too strong."
 8/31/2016 , GrandmaWussie |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I switched from SAM-e to 5-htp and I have been very happy with the results.  The biggest change is that I am sleeping better and dreams have come back.  I wish I had switched sooner to 5-htp.  The better sleep helps my mood and outlook immensely.    I am in a lighter mood and with a family history of mood disorders and perimenopause.....I'll take all the help I can get.
 7/27/2016 , Chris |  Age: 25-34 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I take a 100mg pill in the morning every 4-7 days and its very good for treating depression. Effects usually hit 2-4 hours after taking it: general boost in mood, difficult to think negative thoughts, warm fuzzy feeling, sometimes even euphoria. Feelings of love, from loving what you're doing, to feeling better about people around you. Similar feeling to MDMA. I don't know why, it might just be my experience, but the effects seriously last 3 days or so. Then for about 3-4 more days just a genera,l content feeling. After about a week you're back at baseline but I swear that's better than before when I never took any anti-depressants.     BTW, messing with serotonin is dangerous, why I've never sought to get prescribed SSRIs or anything. That's why I only take 1 100mg pill every few days, it only takes a small amount to change the balance of serotonin in your brain. It takes other chemicals in your brain to work....so too much, and you might not even feel the desired effects, just the bad side effects. 100mg/day to me would be crazy. Side effects include a stiff jaw/temples, headaches, stomachache, vomiting, and can last as long it takes for your body to clear all the serotonin. I also don't take it at night as jaw clenching can be bad at night, sometimes even at my low dosage."
 6/24/2016 ,  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","No side effects.  Lessened anxiety, slept better, and somewhat helped me eat less.  "
 6/13/2016 , Jake |  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have high functioning autism and was prescribed anti depressants.  When mentioning 5HTP to my psychiatrist, was told that Zoloft more accurately focused on the neurological problem. This was even after taking it for over 6 months and telling her that I experienced tardive Dykinesis type facial tics (I have been prone to tic side effects from many medications before).  I continued on the Zoloft for 2 more months and the tics worsened.  Now I am taking 200mg.5HTP (time released)and it is helping,.  I increased to 400mg and it worked even better."
 6/11/2016 , R8che11e |  Age: 25-34 |     ," Condition: Other , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have been trying to cut out cigarettes completely. I was able to do so, but then I developed an addiction to Nicorette. When taking this pill, I have experienced shortness of breath, rapid heart rate, and light headed. "
 6/6/2016 , jessm19 |  Age: 19-24 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post"," I am surprised to have experienced immediate elevation in mood in the first week of dosing 100mg of 5-HTP a day. I have been struggling with depression and anxiety lately and decided to go back to taking this after losing all motivation for things and needed a ""pick me up"". My previous experience I used the recommended dose of 100 3x a day and it caused me to have more anxiety and lethargic feelings which I cannot surely say it was from the 5-HTP. However, this time taking it I have found a swe,et spot in dosing and it has kick started a incredibly productive time full of optimism and positivity. I am pretty impressed to say the least. That one little pill a day has caused me to completely turn my mood around into something so positive so that I could go about my day with productivity again. I can also note that my sleep schedule and problems with insomnia have completely dissolved allowing me to have peaceful yet deep slumber every single night. I go to sleep and wake up in the same spot! I wake up feeling ready to start the day instead of wishing I had a few more hours to sleep. A side effect to take into consideration before trying out 5HTP is increased dreaming. It caused my first full blown lucid dream and has made my dreams more lucid and intense. To me it was a good side effect but it may be bothersome for others. Overall, I will continue to take one a day and see how far this goes. "
 5/26/2016 ,  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Fibromyalgia , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have tried 5-htp in the past but only 100 mg for a few days. When I am waking with anxiety all night long, every hour to 2 hrs, I know my serotonin levels are low. This last time, I took 100 mg. -150 mg. daily for 2 weeks, and sleep was wonderful. Then started to have sleep interruptions again and joint pain. Stopped it and slept wonderfully well. I will have to stay on short courses of treatment and experiment to see what works for me. I also have fibromyalgia."
 5/26/2016 , SALTP1 |  Age: 35-44 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 5/5/2016 , hide |  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",good for light depression. works for me.
 4/14/2016 , conwomen |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",bought a bottle of natrol 5HTP at costco within the next day I felt very calm appetite suppressed its great no side affects  
 4/8/2016 , NutmegKate |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Fibromyalgia , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","100mg Capsule: First dose, nauseous, faint, woozy, and weak. Second day: all of the above and vomiting. "
 4/6/2016 , pms psycho |  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Totally recommend this to anyone. I have been suffering with depression,so bad that i would just sleep for days just to stay alive. up to the point where if there was stressfull situation,my body's response was immediate sleepiness,as in my sleep i feel safe and like i can run away from it all.   i also suffer from terrible pms( worsened due to hormone imbalance caused by endometriosis and ovarian cysts): whole spectrum of moodswings.I would yell at people,unable to stop myself,after i have yell,ed at them,i would sit and cry,because it feels awful to know why it happened,but that i wasnt able to stop myself,i would end up selfloathing and hating myself.  been taking 5HTP for a month now 200mg in the morning and 200mg in the evening. my moodswings have stopped,i dont feel like i want to curl under the rock and sleep till all my problems are gone,anymore. /i dont yell at people,dont burst into tears either. just feel very levelled and focused. this doesnt make you feel high,or silly'happy',neither it makes you feel drowsy. in fact it doesnt feel like its affecting me physicaly at all. MENTALLY THOUGH I FEEL NORMAL NOW,THE WAY I WAS BEFORE I GOT DEPRESSED. it really is a miracle,like if someone's climbed in my head and put everything on the right shelves is best way i can describe it. i have tried valiums (diazepams )before ,and sometimes even 10mg wouldnt help,all it did was make me drowsy and numb. its also addictive. iam currently not taking anything else with 5htp,as i wanted to see if it would do anything,well i dont need anything else,this is my best discovery,something i really never expected to work,considering its herbal. hope it works as well for others as its worked for me.i noticed improvement within a week,though i wasnt sure if its not a coincidence,now after a month,i can certainly say,this does work."
 4/3/2016 , IanaR |  Age: 25-34 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I used it to help me discontinue citalopram, as tapering off without supplementation always  ended at 10mg citalopram when I was starting to get nightmares, wake up with anxiety and fast heartbeat and feel brain fog   headache through the day which interfered with work. I took just 50mg 5-HTP every evening and that was enough to help me finish with SSRIs. I wasn't expecting much at first, but surprisingly - it worked."
 3/2/2016 ,  Age: 25-34 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I struggle with seasonal depression. For the past 2 winters, I have taken 5-HTP 200 mg time release daily, along with fish oil for 2-3 months, and have managed my depression well. I definitely recommend this over traditional anti-depressants!"
 2/20/2016 , Happy Again |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Suffered from chronic mild depression for years. Cycled through doctor's visits and prescriptions for Prozac, Zoloft, Wellbutrin, Effexor and Viibryd, which worked but caused  significant sexual side effects (anorgasmia, ED. Tried 5-HTP after doing some research on depression and seeing good reviews from others.  5-HTP works very well for me--taking 300mg daily in 2 doses.  No sexual side effects and depression is under control.  Highly recommended."
 2/19/2016 ,  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",5 HTP MADE ME NAUSEATED AND FEEL JUST HORRIBLE. NEVER AGAIN!
 1/24/2016 , Work through it |  Age: 19-24 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",This pill almost gave me a seizure  was rushed to the hospital throwing up blood and stomach acid I would advice everyone to not take this pill it almost cost me my life and I'm a healthy 20 year old person
 1/19/2016 , Cooljustin813 |  Age: 19-24 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","This is a wonder pill. The fact it is all natural is what makes it so outstanding. I have never felt such an uplift in my mood, and help with anxiety as when I took this. "
 1/18/2016 , autiem001 |  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I can't believe the complete turn around my life has taken. This makes me feel HAPPY, light and free! I don't feel like I have a rain cloud over my head anymore. I take this supplement with a B-complex vitamin AND Sam-e. I feel fantastic. "
 12/23/2015 ,  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I started taking this because of an article by Dr. Oz recommending that women take it for weight loss. For that purpose, it didn't help at all. In fact, I gained weight (last I checked). I also find that this supplement does not created a calm, relaxed mood as advertised. It actually makes me very anxious and, as a result, my ability to focus and organize has declined. I also have the weird dreams described by many others. It does, however, seem to ease some the indigestion and body aches I have, experienced since menopause began. I bought fairly high dose capsules so have moved to taking this every other day. I do better on the day I don't take it. I will try taking 50 mg 20 minutes before a meal 3x a day, as recommended by Dr. Oz, and see if the supplement works better. If not, I'm done."
 12/11/2015 ,  Age: 55-64 |     ," Condition: Weight loss , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 12/10/2015 ,  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",The Sundown Naturals brand Made me violently nauseous
 12/7/2015 , jay |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I've been on 5 htp for 2 weeks now and have been fighting head ache's for 6 months. I have not had the problems with head ache's in the last 2 weeks and also have a more positive out look about things, so far so good."
 11/27/2015 , mesar |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",fantastic product! no addiction too.
 11/7/2015 ,      ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I was feeling down and a little low not being able to ne socialize. As soon as I took the 5htp I was lifted up my mood enhanced and everything. Thank God for 5htp.I'm talking more and everything.
 11/7/2015 , Julie83 |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Fibromyalgia , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I finally found a product that has been helping me with my fibromyalgia and sleeping disorder. Now I average 5-6 hours of sleep per day!  I accidently forgot to put my 5-HTP capsules in my pill container this week and noticed a drastic change in my sleeping- only had 1 to 2 hours per night this week.  Thank God I noticed yesterday and took my 5-HTP - I sleep for 6 hrs. last night. My prayers have been answers :)
 10/28/2015 , beatasantana |  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I've never been diagnosed with depression/anxiety or any other disorder, but I have noticed in the past couple of years I have been getting extreme anxiety for multiple situations (even if my life is pretty stable). I was going through a break-up, and I knew my anxiety/depression was going to escalate. I decided to take 5HTP (after I asked my pharmacist) and she suggested the 100mg capsule (by Finest Nutrition), because they didn't have any other brand. I've never felt more mentally stable in my, life! I took a booster dose of two pills the first two days, but I automatically went to one a day. I take it around lunch time after a large meal. I haven't felt anxious or depressed at all. Also, as a hunger suppressant works wonders. I lost 4 pounds the first week, mostly because I would see a cookie and I wouldn't even feel excited :L I also didn't feel bad about it. I just didn't want it. I'm not entirely sure if that is a good thing or not, because on one hand I don't feel down, but on the other, I do feel as if I am not as midly manic as I get from normally exciting situations... I feel OK! which is great!"
 10/5/2015 , Jk |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Fibromyalgia , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Useless and expensive
 9/13/2015 , floridagirl |  Age: 25-34 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Great supplement! I will never take prescription meds for my anxiety again
 9/13/2015 , Jess*n*TN |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I use Spring Valley Brand, 5-HTP, 100 mgs capsules.    I just started taking/trying this supplement on Sept 1, 2015 for insomnia.    I started with (1) capsule a night and it did not work for me and bumped it up the dosage.    I found taking (2) capsules 45 minutes before bedtime is ideal for me.     Sweet Dreams all night and wake up rested no matter how many hours I get, whether it be 4 or 8 hours.    200mg seems to be the perfect score for me on the nights I cannot sleep."
 9/10/2015 , Di.  |  Age: 55-64 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I have tried several different brands of 5HTP and have finally found a brand called NutritionBay that actually works.  
 9/8/2015 ,  Age: 35-44 |   On supplement for 1 to 6 months |   ," Condition: Weight loss , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I took 5HTP in combination with an appetite suppressant that my doctor prescribed to me. Apparently SSRIs make it work better, but 5HTP shouldn't have the side effects that bother me about regular SSRIS. Well, after going off and on (for long periods) I am pretty sure 5HTP is the primary cause of my abnormal menstrual bleeding. It was so bad I was hospitalized twice and I bled for more than 5 weeks at a time on three occasions. I've been off 5HTP for a year and haven't had a recurrence."
 8/29/2015 , NBossman |  Age: 19-24 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I use 5HTP off and on when I'm going through tough situations in life. Whenever I'm feeling pessimistic or depressed, I take 5HTP and it works wonders. Within 24 hours I feel much more motivated and energetic.    I've also used 5HTP to recover in the following days after using drugs that use up the body's supply of seretonin. Just like before, 5HTP begins working within the first day and I feel like brand new. I wouldn't recommend using it as an anti-depressant daily, but it's a good way to shak,e the rust off whenever you're feeling down or looking for a recovery from a crazy night out with friends. 5HTP gets an A++++ for me"
 8/26/2015 , Dan in NYC |  Age: 35-44 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","After my Father died I had terrible anxiety. I also started having panic attacks. After taking Xanax for about a month I wanted to try to find something more natural. My search found 5-HTP. I looked into it and I was sent here where I read reviews of great relief from both anxiety and panic attacks. The first time I took 5-HTP it worked within an hour. Complete relief. In fact I just forgot all about my having anxiety and the attacks the entire day and realized it that night. I take 50 ml. and I, never had to up that amount. "
