dates,details,scores,reviews
 1/24/2014 ,  Age: 55-64 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",In 2 years CHO went from over 250 to 180.
 1/12/2014 , Daisyday |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I was diagnosed  with arthritis and so called fibromyalgia. Had constant pain throughout my body.  I tried Omega products, but only to find a terrible aftertaste.  I heard of Super Krill so I thought I would try it.  I feel great.  My pain has subsided considerably and no aftertaste.  I would highly recommend this product for anyone dealing with joint or muscle pain."
 1/10/2014 , vaag |  Age: 65-74 |   On supplement for 5 to less than 10 years |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Much like fish oil but mostly from the antarctic waters. Cleaner water I hope.
 1/9/2014 , ERNESTO |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Less pain in hip joint 
 12/27/2013 ,  Age: 45-54 |     ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I had osteoarthritic and rheumatoid pain in stiffness in my joints for years and recently had to start regular paracetamol and ibuprofin. Prednisolone was the only medication that had ever had any effect previously. The krill oil and fish oil supplement taken with evening primrose oil had an immediate effect , waking with noticeably less pain and stiffness."
 11/13/2013 , louie |  Age: 45-54 |   On supplement for 2 to less than 5 years |   ," Condition: Rheumatoid arthritis (RA) , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I was taking 12 fish oil but now take one krill oil capsule and it easier for me to absorb.
 11/5/2013 ,      ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 10/27/2013 , Norm |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Just the smell and taste isn't good esp if they leek as they do some times 
 10/24/2013 , sperrinone |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I have taken Omega Super Krill for 1 month.  The last few days I've developed isolated skin rashes with pustules.  I'm suspecting that this may be the cause so will discontinue and pray that these itchy rashes subside.  The Krill is the fishiest smell when opening the bottle.  I have to hold my breath!!  
 10/4/2013 , all fixed up |  Age: 65-74 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I have been diagnosed with intermittent claudication and have had 2 stents in my right leg but I still had minor discomfort in my r/leg after my 2 mile walks since I've been taking my krill oil I have found improvement
 9/7/2013 , maggie |    On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Krill o il has help me so much with my pinch nerve and my.hip
 8/25/2013 ,  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 8/12/2013 , rob |  Age: 55-64 |   On supplement for 1 to less than 2 years |   ," Condition: General Health And Wellness , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 8/8/2013 ,      ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 6/24/2013 ,  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Not only has most of my arthritis gone, but my hip bursitis completely gone and the swelling that was on my hip bone too! The bumps on my pointer fingers too. Remember to take only high quality krill oil with the right amount of astaxanthin and DHA and EPA. I use Dr. Mercola's, but NKO is supposed to be excellent too. And I take 2.5 grams a day. (5-500 mg per day spaced out during the day) I have so much energy and my blood pressure is the lowest it's ever been! Will be checking cholesterol in A,ugust. Read all you can on Krill oil capsules. You will be pleasantly surprised. It's changed my life.  "
 6/18/2013 , clj065 |  Age: 45-54 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I take 1000 mg NOW Krill Oil each day (for 3 years now) after Dr. tried me on a few different cholesterol meds, which made me feel so weak. Krill Oil has kept my cholesterol in the healthy range all these years and I plan to take it the rest of my life. No side effects at all. Very happy with the results."
 6/13/2013 ,  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I am a 53-year-old female. Krill oil made my arthritis in my hands feel better than it ever has - too bad it's made me so sick. In my fifth week of treatment, getting steadily more sick, day by day, with extreme gastrointestinal problems, I finally noticed that all of my symptoms had started with the Krill. I am on my 3rd day off and am finding that the symptoms are still lingering. I was very hopeful about this product but, after what I've been through for five weeks, I do not recommend it."
 6/8/2013 ,  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 5/26/2013 ,  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Had a knee injury playing football 35 years ago and now arthritis and swelling developed. Been taking Krill oil and fish oil in 2500 mg daily and swelling and pain subsided.
 5/12/2013 , Don |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Schiff MegaRed Joint Care.  I took just one pill and my knee arthritis disappeared and my hand stiffening also went away.  After taking 3 capsules, I stopped because I got tired.  I found that I can take one capsule every three days and it works.  Because this is a blend product and not pure Krill Oil, I will next find a pure product and see if that component is the cure and not the blend."
 5/8/2013 , daisy0808 |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have been taking this for about 1 month, the last few days I have been feeling itchy, no rash that I can see but itchy all over my body, anyone else having this issue. I hope it is not the kril, because I really like what it is doing for me."
 5/5/2013 , Louise |  Age: 65-74 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have arthritis in two finger joints. They were very swollen and the pain was excruciating. After taking krill oil (one capsule a day) for 6 months, the swelling has subsided and so has the pain. They only hurt now if I overuse them or bump them. It took about 3 months for it to really start working.~ I am pleased with the results as I do not like to take pain meds. I used Clark's Nutrition Antartic Krill Oil"
 4/1/2013 , Too young.  |  Age: 25-34 |     ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I have high cholesterol and after getting a rash on Lipitor I switched to krill oil. I got the rash again. It is an awful itchy hive. 
 3/27/2013 , benny |  Age: 55-64 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 3/23/2013 , Patty |  Age: 55-64 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Has assisted with the reduction of good an bad cholesterol levels
 2/26/2013 , spring girl  |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","My feet hurt.. A lot!  Maybe it's the beginnings of osteoarthritis (I'm 51 years young) but I have to fight this because one has to walk!  Last week, after having run out of my Superkrill for a few weeks, I went to the dr to get a referral to a foot specialist, someone who would treat me as a patient, not a customer as I've been down that road, because the pain is increasing.  I then scored some SuperKrill and two days later my pain is gone. Unbelievable! I've got an appointment in two months be,cause they called me but In the meantime I think I'm okay.  I feel like the tin man and the krill oil lubes me up from the inside!"
 2/20/2013 , sandy tt |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Rheumatoid arthritis (RA) , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Hi guys after trying various remedies available on the market, a friend of mine suggested I try Krill Oil, so I figured what have I got to lose, the pain is unbearable at times and frustrating to say the least! Anyway I decided to give it a shot and have been taking a capsule every day for the last 3 days and I swear to you the results have been amazing! So anyone out there whose been diagnosed with eith RA or OA give it a try!!! althoug as said it may be expensive but well worth it! and Good Lu,ck!"
 2/15/2013 , Dommon |  Age: 75 or over |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",my blood pressure was slightly high after taking krill oil capsules (750mg.) for three months my pressure has dropped to normal ! I am eighty six years of age kia ora Dommon.
 1/8/2013 , Becky |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Cholesterol levels have dropped from 220 range to 195 after 2 months use with no change in diet or exercise.  Will continue  with krill oil supplement to see if there is any relief from joint pain and stiffness with ongoing use. 
 1/3/2013 , Sciatic Nerve Pain |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Rheumatoid arthritis (RA) , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I started taking Mega Red krill oil 2 wks ago because my husband has heart disease in the family & I'm 45 female. I noticed my joints&tendinitis don't hurt finally. I have more energy and migraines are down. 
 11/9/2012 , Healthy Heart |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I been taking 2g of Neptune NOW Krill Oil once a day for three months due to high Cholostrol. i haven't retested yet. I will post result after testing.
 10/24/2012 , kat |  Age: 55-64 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Mega red as reduced my HDL any my blood pessure..Although I went to the Dr.today..had some test done a week ago..now he is saying I have fat in my Liver..but I don't believe it has anything to do with the Krill oil....
 10/20/2012 , Dancer |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have arthritis in my hands, very painful. My baby finger on my right hand had been swollen and exceptionally painful for moths. It would keep me awake at night. Within a few hours of taking krill oil my baby finger was about half the size and my pain level was also about half. I have tried so many natural health remedies and none has helped me. I was truly amazed at the speed at which krill oil has worked for me, given my arthritis is quite bad in my hands and was getting worse. My baby finger, was the worst, it was so swollen. Also I noticed I am calmer in general and as I am taking nothing else new, I attribute this calmness also to the krill oil. I have had no side effects. "
 10/9/2012 ,  Age: 55-64 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","it helps, not cures."
 10/5/2012 ,  Age: 45-54 |   On supplement for 1 to less than 2 years |   ," Condition: General Health And Wellness , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 9/5/2012 , rhodygirl |  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Premenstrual syndrome (PMS) , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","The krill oil (NKO) NOW Neptune Krill Oil (500mg) made me jittery, uneasy and on edge. I had major agitation and its not worth it. It took me a minute to realize it was the krill oil the dosage is to high (1000mg). I am going to attempt to take these in maybe 100mg."
 9/4/2012 , Sapodilla |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I bought this product for my mother who was diagnosed with progressive supranuclear palsy. Mom has been immobile for about 6 months, and could not get up by herself, sit up without even falling, and unable to use the walker. After taking a krill oil product for 3 days, she began getting up and walking around the house all by herself. Her speech has also improved, and she is in a positive mood. I am totallly surprised at her progress in just two weeks. I have been telling everyone about krill oil,. I do not know if it is the brand or simply krill oil, but I am pleased at the results."
 8/16/2012 , Swisse |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I started taking Krill oil because I have a lot of knee pain, I had been taking fish oil but I was taking to many and they are huge, I bought a bottle of Swisse red krill oil when it was on special I have only been taking it for 3 weeks and I can't believe the difference, I can walk up and down stairs and hardly have any pain. I am so happy and I hope the pain has gone for good."
 8/8/2012 , Can walk |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Within a week a was not lomping anymore or in pain
 7/25/2012 ,  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Hi There I started taking Krill Oil caps and within 3 days came out in a red itchy rash around my abdo area that ended up all over my body. I experienced a lot of itching on my feet,legs and pubic area and my abdomen was very red,hot and sore. I am happy for the people that have had great results taking Krill and share dissapointment with others that like myself may just have to accept that we are allergic or reactive to Krill and may need to stop taking it."
 7/20/2012 , Hyacynth |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have been able to reduce my hydrocodone pain therapy.  I cannot take NASIDS because of ulcers.  I take the hydrocodone for pain; it also seems to help with my arthtitis pain.  Also, I notice that my skin does not feel dry and fine line on my face seem to be disappearing."
 6/18/2012 , natrol |  Age: 19-24 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I just star to used
 5/29/2012 , yvonne |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","As I was taking 8x1500 daily fish oil capsules I was interested in the strength of red krill oil, so I would be able to take less capsules. When I took 1x500mg daily for a couple of weeks, was fine, til I started taking 2x500mg 4 days ago, this resulted in, odd pains everywhere including tummy,gassy  burps and nausea. very unpleasant side effects. Pity as sounds really great. It was Bioglan brand which was not down."
 5/18/2012 , vbe |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Decreased back pain (have rods and screws in back due to burst fracture of a vertebrae) and increased mental clarity.
 4/26/2012 , dissapointed |  Age: 35-44 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I started taking this 6 months ago,watching what i eat and excercising 4 times a week at the gym. My cholesterol didnt go down at all. my tryglycerides actually doubled.Not going to take it anymore even though my doctor told me to take them twice a day."
 3/8/2012 ,  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have high blood pressure,high cholesterol ,and end stage kidney failure. I switched from fish oil to krill oil (500mg Soft gell by Nature Made)three months ago and have had great results across the board!!!!! Blood results this month were amazing, This product is too expensive but I will never be without it!"
 3/7/2012 , ashbash |  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","This probably has nothing to do with the krill oil, but at the same time i started taking 1 pill a day i began to break out and became way more exhausted than usual.  I thought I would mention it just in case other people experienced the same thing and it happens it does have something to do with the krill oil.    who knows, i might be pregnant again or something since i get these same symptoms."
 3/3/2012 ,  Age: 65-74 |   On supplement for 2 to less than 5 years |   ," Condition: General Health And Wellness , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 2/20/2012 , lurl |  Age: 65-74 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I very much appreciate the lowering of the total cholesterol and modification of some pain due to Psoriatic Arthritis.  Unfortunately I had to stop after using it for three months and a month off then back on.  Horrible stomach pains just as it was with regular Omega 3 Salmon oils.  Horrible distended abdomen with tons of gas.  Inability to eat anything but liquids.  Pain is intolerable and I will quit again today and just get my Omega 3's from fresh fish and canned salmon and tuna.  I will also, use vegetable sources of this product.  Be very careful with these oils as they can cause bleeding or thinning of the blood in those especially those on Coumadin.  I was not but this is a warning.  It works so very well on the joint pain I hate to give up."
 2/17/2012 , Sunnybrook |  Age: 55-64 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","My Cholesterol, has always been a problem 240mg. I started taking krill oil because I could never remember to take 4 fish oil capsules a day.  1 krill capsule was the alternative I chose.  Never did expect to reap the bounty that I have received.  My cholesterol is now 209, my LDL has fallen to remarkably low levels, my HDL is above the recommended levels, and best of all, my triglycerides have also declined.  My blood sugar has always been a problem, but since I started this Krill oil it is mor,e in control.  I have not changed my diet.  This change has been maintained now for over nine months. "
 2/1/2012 ,  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: General Health And Wellness , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 11/23/2011 ,  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Rheumatoid arthritis (RA) , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",EXCELLENT!
 11/17/2011 , Jean |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Wanted to lower cholesterol,took it for  4 months same reading,did not lower,but I do feel better,less joint aches so will continue taking it.  "
 9/12/2011 , Larry |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I have hip osteoarthritis and general aches for a 69 year old male.  I have found that taking 1000 mg per day has greatly reduced my symptoms. My blood pressure also seems lower but cant be certain as to cause.
 8/18/2011 ,  Age: 55-64 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I began taking krill oil 7 months ago after my physician indicated my cholesterol was too high at 225. After 7 months, my total level is at 210 and my LDL has gone down considerably. "
 8/7/2011 ,  Age: 55-64 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I started taking krill oikl after I had open heart surgery (widow maker) and seeing it advertised on TV.  My cholestrol is actuall a couple of points below normal and the HDL hwas went up.  I do take lipitor and have watched my diet.  My arthritis is alos better, knee pain has been releived. The only problem is dertmining how much to take.  I take 4-300 mg per day."
 7/18/2011 , johne |  Age: 45-54 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 6/27/2011 , Ken |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Started taking krill oil, 300 mg, in Jan, 2011. In March had blood tests, no change in Cholesterol levels.  Started having pain in toes in March, by April second toe swelled up and got red very sensitive, pain 9 over 10.  Diagnosed as gout, indomethacin Rx cleared up partly, but still hurts red and hurt 2 over 10.  Last Friday had shrimp dinner and toe got much worse. Had been avoiding all food like shell fish and beef that can cause gout.  Top one on list of foods that cause gout is shrimp.  Kr,ill is shrimp! We need more study to be sure krill oil OK to take in older people and those  especially subject to gout.  "
 6/21/2011 ,  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",No fishy burping
 5/31/2011 ,  Age: 19-24 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Less neck and shoulder pain and stiffness than before using it. 
 5/24/2011 ,  Age: 75 or over |   On supplement for less than 1 month |   ," Condition: General Health And Wellness , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 5/12/2011 ,  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",IM AM A PHARMACIST AND HEARD OF THIS FROM A FRIEND WHO HAS A DAUGHTER IN DO SCHOOL IN TENNESSEE.  ON DAY 14 TREATMENT I WOKE THAT DAY AND EVERY DAY SINCE WITH NO MORNING STIFFNESS FROM MY OSTEOARTHRITS.   IM CONTINUE TO TAKE IT AT A DOSE OF 2 CAPSULES THREE TIMES A DAY AND MY SHOULDERS ARE IMPROVING GREATLY.  A MUST TRY.  I GET MY LAB RESULTS BACK IN A WEEK AND CANT WAIT TO SEE WHAT THEY SHOW. 
 4/17/2011 , bliss1119 |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I am taking Purity krill oil to improve brain function, memory, etc.   Nowhere in this article does it list that as a reason to take krill oil.  Please clarify!!   Thanks"
 4/16/2011 , idohair2 |  Age: 35-44 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I never write reviews but had to share.  I started taking NKO (Neptune Krill Oil) last month to help lower cholesterol.  Within 2 weeks I noticed the pain in my neck from a whip lash injury last year was FINALLY gone.  It has to be the krill oil.  I've done PT, chiropractor, massage therapy and of course rest and have lived with pain everyday.  Now virtually none.  I also was surprised I had NO cramps with my period this month.  Last 2 months cramps were worse than my labor pains.  This month, n,ot even a slight cramp. I pray to God they deem this vitamin safe to take FOREVER!!!!"
 3/10/2011 ," , |  Age: 75 or over |   On supplement for 1 to less than 2 years |   "," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",A knee which has bothered me since removal of a meniscus (5 yr. prior) is now much less painful to walk.  I also note that my vision has improved to the point that I can read words on TV without my glasses.  My lipid studies have been excellent in the past year that I have used Krill oil. I had a very painful stiff neck that was only minimally relieved with Chiropractor and acupuncture treatments--that is now all but gone.
 2/24/2011 ," caii1sa, |  Age: 65-74 |   On supplement for 1 to 6 months |   "," Condition: Rheumatoid arthritis (RA) , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","There needs tobe more reserch on Krill, but I have to say it is a miricle for me. Take it twice a day faithfully and I have had such improvement with the pain and arthritis. "
 2/14/2011 ,  Age: 35-44 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 12/9/2010 , damediva53 |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",good stuff!!!!!!!!
 11/26/2010 , Andy D |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I took this at the recommendation of a friend, same age, and fellow runner who like me, has mild arthritis and joint pain.  Joint pain and inflammation has subsided along with treatment.  Minor side effects of gas, and occasional loose stool, but minor.  Other side effects include very positive Cholesteral improvements and Triglicerides improvement.  Blood pressure continues to get lower.  I've also lost weight and improved my fitness training, so could be a side product of healthier fitness and, diet.  However, it is working for me, so am giving Krill some credit."
 9/29/2010 ,  Age: 65-74 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 8/29/2010 , Chief |  Age: 55-64 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I began taking Krill because og the smaller size compared to fish oil, and was overwhelmed by the reponse I received.  I was suffering from severe inflammation caused by arthritis in my left wrist, it was so severe that it was causing carpal tunnel syndrome and I was scheduled for surgery.  No Longer, with the inflammation 95% reduced, the carpal tunnel symptoms went away.  I was totally surprised by the results and highly recommend this product."
 8/26/2010 , shirley9237 |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","since ive started taking mega red, i have been experiencing itching on my arms mostly. has there been any other people having this reaction???"
 5/17/2010 ,  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 3/25/2010 ,      ," Condition: Other , Overall rating 1.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",It made me sick to my stomach & had horrible stomach cramps with diarrhea.
 3/15/2010 ,  Age: 25-34 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",good
 3/12/2010 ,  Age: 25-34 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",good
 2/22/2010 , analee |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Started taking MegaRed krill oil caps. Nightmare, and profuse sweating from day one. Four days and I'm quitting the caps.  To sit and sweat over nothing is disgusting to say the least, and now leg cramps.  Sounds like a good product, but at 63, perhaps it's too strong for me."
 2/16/2010 , dada |  Age: 35-44 |   On supplement for 1 to 6 months |   ," Condition: Premenstrual syndrome (PMS) , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","i did not spot before my period for 3-4 days,I just got regular period.  "
 12/27/2009 , Josie |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Have been taking krill oil for three months. Had cholestrol checked after taking for two months and cholestrol was down to normal.
 10/27/2009 , anna |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Excellent product. My cholesterol was lowered within a month and I've noticed my arthritis symptoms in my hands have lessened considerably. Will definitely take for the rest of my life!!
 10/19/2009 , JustMe |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","A friend was taking this on the advice of her orthopedic doctor. A month later she was walking without the aid of her cane with no limping or gait problem. My husband & I decided to try it for knee, joint, and general aches & pains.  Within one month, I have been able to kneel, walk up & down stairs, and work all day with no aches or pains.  No Aleve or Motrin!  My husband is able to turn his usually stiff neck a full 90 degrees & is currently standing on a ladder scraping the house. (He is 72) ,We have had no stomach upsets or any other side effects. Don't understand why it works, but we are happy with the results!"
 8/16/2009 , Thorton40 |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Tried it 3 times, can't tolerate it. It sets my IBS off in ways that are unbearable. very hard on my digestive system, caused horrible spasms, gas, burning and overall sickness. But I do have IBS and other digestive issues. Normal people may be just fine. Do not recomend for people with Digestive disorders!"
