dates,details,scores,reviews
 9/1/2012 , The Kat |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 1.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","While Rapid Sleep PM, which claims to have 3mg Melatonin, did appear to help me fall asleep, after 2 weeks of taking 1 capsule (instead of the recommended 2) I am waking up almost hourly and have strange and bizarre dreams/nightmares. And no..... I don't attribute these dreams to anything else happening in my life. The only change in my life is Rapid Sleep PM."
 8/21/2012 , MrsKrohn |  Age: 35-44 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I used this when I wasn't having the best results with my prescription medicine.  It worked very well.
 6/29/2012 , scott |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition:  , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 5/27/2012 , jmarie1968 |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",My friend recommened this to me I was using tylenol PM every night before bedtime to help me sleep I works good. I like the other benefits that go along with it as well!
 5/20/2012 , RGB4 |  Age: 35-44 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Nature's Bounty Melatonin has worked very well for me.
 5/14/2012 ,  Age: 19-24 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 5/11/2012 ,  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",i fall a sleep faster
 4/28/2012 ,  Age: 45-54 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","there's such a relaxing feelig before I go to bed now: my mind is clear, and my body is relaxed.  "
 4/13/2012 , ldeavers46 |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Shift work disorder , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I work 11-7 shift. I have found that this works so much better for me than caffeine. Since I suffer from hypertension.
 4/12/2012 ,  Age: 13-18 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Gave terrible nightmares to the point of discontinuation.
 4/11/2012 , pitbull |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",started with l mg. but now up to 4 mgs.  doctors advice.  I take 1 mg 4 hrs before a.m. if awake and it helps.
 2/25/2014 , julie |  Age: 19-24 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",good
 2/18/2014 , Jet Lag |  Age: 75 or over |   On supplement for 1 to 6 months |   ," Condition: Sleep , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I startet w/ 1 mg. som years ago when flying Europe/ USA & back, for abt. 30 day's after each trip, I thought it did me som good. To day I take 3 mg. a day in the evening, I sleep better and wake up well rested."
 2/6/2014 ,  Age: 45-54 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","there is no way my adhd son would go to sleep without it. Not all brands are the same however, my son prefers trader joe's brand of melatonin. He says he feels well rested when he awakes instead of hungover. I have to agree. All of the other brands of melatonin we have tried, seemed to have the opposite effect. "
 1/31/2014 , macdee |  Age: 65-74 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Melatonin helps me fall asleeop, but I don't stay asleep through the night."
 1/5/2014 ,  Age: 7-12 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Daughter has been taking 3-6 mg. 1 hr before bedtime since age 5.  She falls asleep quickly and stays asleep as she never had been able to do before.  Easy and pleasant citrus lozenge dissolves in her mouth--she actually chews it and it's just as effective for her.
 1/2/2014 ,  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Sleep , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 12/29/2013 ,  Age: 75 or over |   On supplement for less than 1 month |   ," Condition: Sleep , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",having abdomen pain after taking melatonin
 12/16/2013 , CurmiesWife |  Age: 55-64 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Since a child, I have had insomnia. I have taken presription sleep aids for years, some of them needing increasing doses. Using Melatonin enables me to stay at a low dose of my other medication, never needing to increase it. My brother and sister take it alone and find it very effective. For me, ordering the CAPSULES works MUCH better than the drug store tablets ( which didn't work at all for me)."
 12/3/2013 , Advanced Melatonin Calm Sleep |  Age: 19-24 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I try not to take it too frequently for precaution; however, I do try to take maybe 3-5 times a week at best. "
 11/20/2013 , melatonine |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 10/31/2013 , No anxiety grandma |  Age: 55-64 |   On supplement for 10 years or more |   ," Condition: Sleep , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have used it for years because I need to go to bed but I'm not tired and if I just lay there my head keeps working and I can't get to sleep. One 5mg melatonin knocks me out! I like the VitaMelts that melt in your mouth. I am happy to read this because my 7 year old granddaughter is ADHD and takes a medication during the day. She can stay awake all night! I have been giving her 10mg   at bedtime but it doesn't phase her. I put her to bed at 8 and she stays awake until 10 or 11. I'm glad it's a ,natural hormone!"
 10/28/2013 ,  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",it fixed my jetlag since I do travel a lot. 
 10/23/2013 ,    On supplement for 2 to less than 5 years |   ," Condition: Sleep , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I normally get the natrol advanced sleep melatonin 10mg maximum strength, but i had went to a different store to get me more melatonin and i got natures bounty maximum strength quick dissolve 10 mg and i have found that after a week i keep waking up around 5 or 6 am. I dont work i just go to college at night and this melatonin does not keep me asleep it just helps me fall asleep faster. I like to try and get different melatonin every time to see which one works better for me."
 10/1/2013 , cybowals |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Sleep , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Used to have trouble falling asleep...sometimes for hours...but not since taking melatonin about 10 minutes prior to going to bed...it has not disappointed me and I sleep through the night (unless the dog wakes me and has to go outside).  I have not experienced the nightmares (I rarely dreamed before taking it) nor the headaches (I usually never have headaches of any kind without the melatonin)...
 9/30/2013 , MayGreenEyes |  Age: 13-18 |   On supplement for less than 1 month |   ," Condition: Sleep , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Within 10 minutes of taking the pill, I feel drowsy and sleepy! I haven't been able to fall asleep for MONTHS. I'm glad my dad got me this. It works wonderfully and I fall asleep feeling refreshed in the morning. I'm not quite sure what brand it was exactly, but I know it's Melatonin that worked."
 9/19/2013 , Agostinho Ruiz |  Age: 65-74 |   On supplement for 10 years or more |   ," Condition: Cluster headache , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",sleep beter
 9/5/2013 , Muffin |  Age: 55-64 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I feel like Melatonin helps me fall to sleep easier, but I still have trouble staying asleep."
 8/3/2013 , Mimi |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Works well. No hangover effect. 
 7/25/2013 ,  Age: 19-24 |   On supplement for 1 to 6 months |   ," Condition: Sleep , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","The problem with this, for me is that for some reason after I take it I get severely depressed.  I don't feel like harming myself or anything like that, but I just feel generally bad and somewhat hopeless.  This can last for days at a time after I take it.  If you have any sign of depression, DO NOT take this."
 6/29/2013 ,  Age: 65-74 |   On supplement for 2 to less than 5 years |   ," Condition: Circadian rhythm sleep disorders , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","When I take it before sleeping it is working only for a short time (two hours)and then I am awake over hours. But sometimes I am very sleepy in the afternoons - may be Melatonin is the reason for that, I do not know, because in times without this supplement I was not so tired though I do not sleep well or long by night. I take Metformin (1000 a day), but until now I did not control the bloodsugar so often to say that it is increased with the dose of Melatonin (3 mg each second day). I am a littl,e bit anxious about all these side effects ...So I better take this supplement cautiously."
 3/16/2011 , blue butterfly |  Age: 55-64 |   On supplement for 1 to less than 2 years |   ," Condition: Cancer , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",have fourth stage breast cancer-taking 45mg.melatoin for 11/2years-last CAT scan breast tumor dramatically reduced-spots on liver disappeared-check internet melatoin has been use in italt for over 20 years-think it is expensive-why would US drug companies do studies on it-they would not make the big bucks.
 2/17/2011 ,  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 2/4/2011 ,  Age: 25-34 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",good
 2/3/2011 ,  Age: 25-34 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",good
 2/1/2011 ,  Age: 25-34 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",good
 2/1/2011 ,  Age: 25-34 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",good
 2/1/2011 ,  Age: 25-34 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",good
 1/9/2011 , blue butterfly |  Age: 55-64 |   On supplement for 1 to less than 2 years |   ," Condition: Cancer , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",in italy for quite a few years they use 30-50mg. of melatoin every night in conjunction to tamoxifen and it helps shrink tumors in estrogen positive cancer. i have 4th stage breast cancer-got it in2008 this last CAT scan in 2110 said dramantic decrease in tumor size-i asked my husband a retired MD why not in usa? drug company would not make much money on a supplement melatoin-so why study? no profits?
 11/6/2010 , nana |  Age: 3-6 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",is this treatment ok for a 3 year old/
 10/28/2010 , yralls05 |  Age: 3-6 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",My son takes this along with a prescribed medication and it work very well for him. He has been taking it since he was two. It is very safe and does not have any risk of dependency.  
 10/16/2010 , rsharpe |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I had an extreme case of night terrors when I took the melatonin.  I stopped taking it and the insomnia came back but I prefer insomnia to what I went through when taking it.
 9/16/2010 , thitx3 |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","
"
 8/2/2010 , szq |  Age: 55-64 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 7/13/2010 ,  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 7/3/2010 , Enlyten melatonin |  Age: 45-54 |   On supplement for 1 to less than 2 years |   ," Condition: Fibromyalgia , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",this works very very well for me. i ues Enlytgen-  melatonin.
 4/28/2010 ,  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I feel like I have a new lease on life -- taking Melatonin 3 mg TR.  My sleep is restorative with 7 - 9 hours a night.  Used to struggle with early awakening.  Only concern is mild depressed mood after several days -- so skipped a day and that improved.  Looking for 1mg Timed Release as that is what has been used in research.  Hoping that will solve the slight mood issue.  All in all a very positive experience.
 4/3/2010 , Handytim |  Age: 45-54 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","While I didnt take melatonin SOLELY for nicotine withdrawl, I took Chantix....I found melatonin effective for sleep.....seemed that Chantix kept me from sleeping, esp that first 2 weeks.."
 3/5/2010 ," , |  Age: 65-74 |   On supplement for 1 to 6 months |   "," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",i am not sure if melatonin is giving me  hand tremors. yhey seem to be worse after i started taking i.
 2/21/2010 ,  Age: 55-64 |   On supplement for 6 months to less than 1 year |   ," Condition: Migraine headache , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 2/1/2010 , BillnBecky |  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Sleep , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 1/21/2010 ,  Age: 45-54 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",My sleeping has been deeper and it has been easier to fall asleep
 1/14/2010 , hypernyc |  Age: 45-54 |   On supplement for 2 to less than 5 years |   ," Condition: Circadian rhythm sleep disorders , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Had non 24-hour sleep-wake disorder for twenty years.  I take 3mg of melatonin approximately mid-day to advance my sleep phase.  The timing needs to be precise in relationship to my internal body clock, which is not always easy to know.  If I wake after an hour of heavy dream sleep, my waking time is a reliable marker and I will take melatonin eight hours later.  If I hit the right timing window, I'll have fairly strong fatigue within an hour.  This lasts for a couple of hours.  I can't do certa,in kinds of work in this state, but I can do housework and listen to lectures.  I call it my stupid pill, but it doesn't actually make me stupid, but impairs my ability to generate outward focus.  Missing my window even once can make it hard to recover the required timing accuracy.  The difference is profound.  I can tell I miss the window because I have far less fatigue.  Taking coffee at the same time as the melatonin significantly reduces fatigue, but it also made the treatment less reliable.  Used to have an ""all nighter"" without fail at least once every three weeks for twenty years.  In my first year on melatonin, I lost control only three times and had to flip over.  Variability in the potency messed me up on one of those.  One vendor didn't work at all.  Another vendor works well most of the time, but some bottles aren't all there.  Think I get mild stomach irritation at night, nothing really to complain about, and it could be other things in the pill.  My life is spectacularly better since I discover this, having found the research myself.  Would love to find a 100% consistent formulation.      "
 1/8/2010 , xandu |  Age: 75 or over |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 11/15/2009 , mari72065 |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I just started taking melatonin for a small sleeping disorder, my mom has it really bad and i think i inherited it! Well the vitamin is 5mg and so far it works but i do wake up with sweats more than usual and a slight headache, i'm trying to solve my issue as natural as possible b/c i don't want to take the other prescribe or chemical stuff that causes other issues! "
 11/12/2009 ,  Age: 55-64 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",helps relax in addition to benadryl to fall asleep faster & stay asleep longer
 11/1/2009 , SandyNan |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I was having no luck with Ambien or Trazadone anymore, so decided to try Melantonin - 3 mg.  It worked the first night and for the past week.  Just hope it continues.  What a blessing!"
 9/27/2009 , bird |  Age: 45-54 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Using melatonin has supported my 7 to 8 hours of sleep every time i use it. 
 9/27/2009 , bird |  Age: 45-54 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Using melatonin has supported my 7 to 8 hours of sleep every time i use it. 
 9/8/2009 , soopie |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 8/6/2009 ,  Age: 13-18 |   On supplement for 1 to less than 2 years |   ," Condition: Circadian rhythm sleep disorders , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",When I was 15/16 years old I began to have real problems sleeping but I did not want to become dependent on a prescription sleep aid. My doctor suggested that I try Melatonin and it worked wonders. I take one pill a half hour before bed and I have no problems falling asleep. I've been using it for about 2 years and the only side effect I've noticed is that sometimes I have very vivid dreams. Before I started the treatment I rarely remembered my dreams but now often I can in great detail. 
 7/23/2009 ,  Age: 35-44 |     ," Condition: Fibromyalgia , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",when all else fails this works. it's better than over the counter sleep medicine for me. i still don't sleep like i need to though. you're limited to 3 mg. i don't go over that amount for fear of a bad reaction. my body doesn't react to much of any types of medication anymore and it does to this. 
 7/12/2009 , Angie |  Age: 13-18 |   On supplement for less than 1 month |   ," Condition: Fatigue , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Under 16 age limit. Pediatrician recommended it. I was not sleeping through the night. I now am. Have been using it for a week & a half. Since starting, have had red bumps like mosquito bites show up on my stomach, and vivid nightmares. I have had allergic reactions to many other medications, but I love sleeping through the night"
 7/7/2009 , micro |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Fibromyalgia , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","am using this to help with sleep issues due to fibromyalgia. After 3 nights of between 1-3mg I'm noticing dizziness during the day, sinus headaches, and bad dreams. i was trying to go off nortryptiline, but I don't think so now."
